SE_ID,SC_GRAD_VLUE,NGST_QY
234,스파게티,21
235,치킨케이준샐러드,84
236,오이피클,52
237,과일쥬스(사과),80
238,스파게티,42
239,치킨케이준샐러드,36
240,오이피클,43
241,스파게티,168
242,치킨케이준샐러드,84
243,오이피클,17
244,과일쥬스(사과),80
245,스파게티,77
246,치킨케이준샐러드,0
247,오이피클,0
248,과일쥬스(사과),80
249,스파게티,63
250,치킨케이준샐러드,48
251,오이피클,26
252,과일쥬스(사과),80
253,스파게티,112
254,치킨케이준샐러드,84
255,오이피클,0
256,과일쥬스(사과),80
257,스파게티,147
258,치킨케이준샐러드,0
259,오이피클,26
260,과일쥬스(사과),80
261,스파게티,140
262,치킨케이준샐러드,36
263,오이피클,26
264,과일쥬스(사과),80
265,스파게티,168
266,치킨케이준샐러드,84
267,오이피클,52
268,과일쥬스(사과),80
269,스파게티,140
270,치킨케이준샐러드,12
271,오이피클,26
272,과일쥬스(사과),80
273,스파게티,126
274,치킨케이준샐러드,24
275,과일쥬스(사과),80
276,스파게티,147
277,치킨케이준샐러드,36
278,오이피클,0
279,과일쥬스(사과),80
280,스파게티,119
281,치킨케이준샐러드,96
282,오이피클,0
283,과일쥬스(사과),80
284,스파게티,98
285,치킨케이준샐러드,36
286,오이피클,0
287,과일쥬스(사과),80
288,스파게티,70
289,치킨케이준샐러드,0
290,오이피클,26
291,과일쥬스(사과),80
292,스파게티,140
293,치킨케이준샐러드,72
294,오이피클,78
295,과일쥬스(사과),0
296,스파게티,7
297,치킨케이준샐러드,90
298,오이피클,17
299,과일쥬스(사과),80
300,스파게티,126
301,치킨케이준샐러드,48
302,오이피클,8
303,과일쥬스(사과),80
304,스파게티,119
305,치킨케이준샐러드,12
306,오이피클,26
307,과일쥬스(사과),30
308,스파게티,126
309,치킨케이준샐러드,24
310,오이피클,8
311,과일쥬스(사과),80
312,스파게티,168
313,치킨케이준샐러드,84
314,오이피클,52
315,과일쥬스(사과),0
316,스파게티,105
317,치킨케이준샐러드,12
318,오이피클,0
319,과일쥬스(사과),80
320,스파게티,161
321,치킨케이준샐러드,0
322,오이피클,0
323,스파게티,7
324,치킨케이준샐러드,36
325,오이피클,0
326,과일쥬스(사과),80
327,스파게티,7
328,치킨케이준샐러드,48
329,오이피클,0
330,과일쥬스(사과),80
331,스파게티,126
332,치킨케이준샐러드,84
333,오이피클,0
334,과일쥬스(사과),0
335,스파게티,175
336,치킨케이준샐러드,96
337,오이피클,52
338,과일쥬스(사과),80
339,스파게티,98
340,치킨케이준샐러드,72
341,오이피클,0
342,과일쥬스(사과),80
343,스파게티,147
344,치킨케이준샐러드,84
345,오이피클,0
346,과일쥬스(사과),80
347,스파게티,140
348,치킨케이준샐러드,12
349,오이피클,0
350,과일쥬스(사과),80
351,스파게티,77
352,치킨케이준샐러드,24
353,오이피클,26
354,과일쥬스(사과),80
355,스파게티,175
356,치킨케이준샐러드,72
357,오이피클,52
358,과일쥬스(사과),80
359,스파게티,133
360,치킨케이준샐러드,108
361,오이피클,0
362,과일쥬스(사과),80
363,스파게티,133
364,치킨케이준샐러드,72
365,오이피클,34
366,과일쥬스(사과),30
367,스파게티,154
368,치킨케이준샐러드,72
369,오이피클,26
370,과일쥬스(사과),80
371,스파게티,161
372,치킨케이준샐러드,96
373,오이피클,69
374,과일쥬스(사과),80
375,스파게티,140
376,치킨케이준샐러드,12
377,오이피클,0
378,과일쥬스(사과),80
379,스파게티,112
380,치킨케이준샐러드,108
381,오이피클,52
382,과일쥬스(사과),80
383,스파게티,168
384,치킨케이준샐러드,108
385,오이피클,78
386,과일쥬스(사과),80
387,스파게티,147
388,치킨케이준샐러드,42
389,오이피클,8
390,과일쥬스(사과),80
391,스파게티,140
392,치킨케이준샐러드,96
393,오이피클,52
394,과일쥬스(사과),80
395,스파게티,112
396,치킨케이준샐러드,108
397,과일쥬스(사과),80
398,스파게티,154
399,치킨케이준샐러드,72
400,오이피클,0
401,과일쥬스(사과),80
402,스파게티,112
403,치킨케이준샐러드,12
404,오이피클,52
405,과일쥬스(사과),0
406,스파게티,112
407,치킨케이준샐러드,24
408,오이피클,0
409,과일쥬스(사과),80
410,스파게티,7
411,치킨케이준샐러드,12
412,오이피클,0
413,과일쥬스(사과),80
414,스파게티,154
415,치킨케이준샐러드,108
416,오이피클,8
417,과일쥬스(사과),80
418,스파게티,175
419,치킨케이준샐러드,120
420,오이피클,52
421,과일쥬스(사과),80
422,스파게티,168
423,치킨케이준샐러드,36
424,오이피클,0
425,과일쥬스(사과),80
426,스파게티,175
427,치킨케이준샐러드,12
428,오이피클,52
429,과일쥬스(사과),80
430,스파게티,84
431,치킨케이준샐러드,120
432,오이피클,52
433,과일쥬스(사과),80
434,스파게티,147
435,치킨케이준샐러드,12
436,오이피클,52
437,과일쥬스(사과),80
438,스파게티,161
439,치킨케이준샐러드,60
440,오이피클,0
441,과일쥬스(사과),80
442,스파게티,42
443,치킨케이준샐러드,12
444,오이피클,52
445,과일쥬스(사과),80
446,스파게티,140
447,치킨케이준샐러드,24
448,오이피클,26
449,과일쥬스(사과),80
450,스파게티,168
451,치킨케이준샐러드,120
452,오이피클,52
453,과일쥬스(사과),80
454,스파게티,140
455,치킨케이준샐러드,96
456,오이피클,0
457,과일쥬스(사과),80
458,스파게티,161
459,치킨케이준샐러드,96
460,오이피클,26
461,과일쥬스(사과),0
462,스파게티,28
463,치킨케이준샐러드,60
464,오이피클,26
465,스파게티,161
466,치킨케이준샐러드,120
467,오이피클,26
468,과일쥬스(사과),80
469,스파게티,77
470,치킨케이준샐러드,96
471,스파게티,119
472,치킨케이준샐러드,0
473,오이피클,0
474,스파게티,7
475,치킨케이준샐러드,36
476,오이피클,52
477,과일쥬스(사과),0
478,스파게티,14
479,치킨케이준샐러드,12
480,오이피클,0
481,과일쥬스(사과),80
482,스파게티,140
483,치킨케이준샐러드,108
484,오이피클,0
485,과일쥬스(사과),80
486,스파게티,28
487,치킨케이준샐러드,24
488,오이피클,0
489,과일쥬스(사과),0
490,스파게티,182
491,치킨케이준샐러드,120
492,오이피클,26
493,과일쥬스(사과),80
494,스파게티,77
495,치킨케이준샐러드,24
496,오이피클,0
497,스파게티,42
498,치킨케이준샐러드,36
499,오이피클,26
500,과일쥬스(사과),0
501,스파게티,154
502,치킨케이준샐러드,132
503,오이피클,52
504,과일쥬스(사과),80
505,스파게티,154
506,치킨케이준샐러드,120
507,오이피클,78
508,과일쥬스(사과),80
509,스파게티,91
510,치킨케이준샐러드,60
511,오이피클,0
512,과일쥬스(사과),80
513,스파게티,154
514,치킨케이준샐러드,24
515,오이피클,0
516,스파게티,91
517,치킨케이준샐러드,96
518,오이피클,52
519,과일쥬스(사과),80
520,스파게티,0
521,치킨케이준샐러드,36
522,오이피클,0
523,과일쥬스(사과),80
524,스파게티,154
525,치킨케이준샐러드,72
526,오이피클,78
527,과일쥬스(사과),80
528,스파게티,49
529,치킨케이준샐러드,48
530,오이피클,17
531,과일쥬스(사과),80
532,스파게티,126
533,치킨케이준샐러드,120
534,오이피클,52
535,과일쥬스(사과),0
536,스파게티,168
537,치킨케이준샐러드,120
538,오이피클,52
539,과일쥬스(사과),80
540,스파게티,147
541,치킨케이준샐러드,12
542,오이피클,52
543,과일쥬스(사과),80
544,스파게티,140
545,치킨케이준샐러드,120
546,오이피클,52
547,과일쥬스(사과),80
548,스파게티,133
549,치킨케이준샐러드,96
550,오이피클,26
551,과일쥬스(사과),80
552,스파게티,0
553,치킨케이준샐러드,12
554,오이피클,26
555,과일쥬스(사과),80
556,스파게티,63
557,치킨케이준샐러드,84
558,오이피클,26
559,과일쥬스(사과),80
560,스파게티,14
561,치킨케이준샐러드,12
562,오이피클,0
563,과일쥬스(사과),80
564,스파게티,147
565,치킨케이준샐러드,48
566,오이피클,52
567,과일쥬스(사과),80
568,스파게티,28
569,치킨케이준샐러드,0
570,오이피클,0
571,과일쥬스(사과),80
572,스파게티,119
573,치킨케이준샐러드,12
574,오이피클,0
575,과일쥬스(사과),80
576,스파게티,7
577,치킨케이준샐러드,0
578,오이피클,52
579,과일쥬스(사과),80
580,스파게티,0
581,치킨케이준샐러드,12
582,과일쥬스(사과),80
583,스파게티,91
584,치킨케이준샐러드,84
585,오이피클,52
586,스파게티,84
587,치킨케이준샐러드,12
588,오이피클,52
589,과일쥬스(사과),80
590,스파게티,147
591,치킨케이준샐러드,48
592,오이피클,26
593,과일쥬스(사과),80
594,스파게티,133
595,치킨케이준샐러드,12
596,오이피클,0
597,과일쥬스(사과),0
598,스파게티,140
599,치킨케이준샐러드,0
600,오이피클,26
601,과일쥬스(사과),0
602,스파게티,49
603,치킨케이준샐러드,84
604,오이피클,52
605,과일쥬스(사과),80
606,스파게티,168
607,치킨케이준샐러드,108
608,오이피클,52
609,과일쥬스(사과),80
610,스파게티,70
611,치킨케이준샐러드,12
612,오이피클,8
613,과일쥬스(사과),80
614,스파게티,91
615,치킨케이준샐러드,0
616,오이피클,0
617,과일쥬스(사과),80
618,스파게티,147
619,치킨케이준샐러드,72
620,오이피클,26
621,과일쥬스(사과),80
622,스파게티,175
623,치킨케이준샐러드,120
624,오이피클,52
625,과일쥬스(사과),80
626,스파게티,147
627,치킨케이준샐러드,132
628,오이피클,0
629,과일쥬스(사과),80
630,스파게티,154
631,치킨케이준샐러드,12
632,오이피클,26
633,스파게티,154
634,치킨케이준샐러드,0
635,오이피클,0
636,과일쥬스(사과),80
637,스파게티,98
638,치킨케이준샐러드,12
639,오이피클,52
640,과일쥬스(사과),50
641,스파게티,56
642,치킨케이준샐러드,96
643,오이피클,26
644,과일쥬스(사과),80
645,스파게티,119
646,치킨케이준샐러드,18
647,오이피클,26
648,과일쥬스(사과),20
649,스파게티,175
650,치킨케이준샐러드,96
651,오이피클,8
652,과일쥬스(사과),80
653,스파게티,7
654,치킨케이준샐러드,0
655,오이피클,78
656,과일쥬스(사과),80
657,스파게티,147
658,치킨케이준샐러드,48
659,오이피클,0
660,과일쥬스(사과),80
661,스파게티,168
662,치킨케이준샐러드,60
663,오이피클,26
664,과일쥬스(사과),80
665,스파게티,119
666,치킨케이준샐러드,60
667,오이피클,0
668,과일쥬스(사과),80
669,스파게티,161
670,치킨케이준샐러드,108
671,오이피클,78
672,과일쥬스(사과),80
673,스파게티,154
674,치킨케이준샐러드,120
675,오이피클,26
676,과일쥬스(사과),80
677,스파게티,147
678,치킨케이준샐러드,24
679,오이피클,26
680,과일쥬스(사과),80
681,스파게티,147
682,치킨케이준샐러드,48
683,과일쥬스(사과),80
684,스파게티,161
685,치킨케이준샐러드,60
686,오이피클,52
687,과일쥬스(사과),80
688,스파게티,63
689,치킨케이준샐러드,36
690,과일쥬스(사과),80
691,스파게티,154
692,치킨케이준샐러드,120
693,오이피클,52
694,과일쥬스(사과),80
695,스파게티,42
696,치킨케이준샐러드,84
697,오이피클,52
698,과일쥬스(사과),80
699,스파게티,28
700,오이피클,43
701,스파게티,154
702,치킨케이준샐러드,12
703,오이피클,0
704,과일쥬스(사과),80
705,스파게티,84
706,치킨케이준샐러드,114
707,스파게티,126
708,치킨케이준샐러드,0
709,오이피클,0
710,과일쥬스(사과),80
711,스파게티,28
712,치킨케이준샐러드,24
713,오이피클,26
714,과일쥬스(사과),80
715,스파게티,182
716,치킨케이준샐러드,120
717,오이피클,78
718,과일쥬스(사과),80
719,스파게티,168
720,치킨케이준샐러드,12
721,오이피클,52
722,과일쥬스(사과),80
723,스파게티,140
724,치킨케이준샐러드,120
725,과일쥬스(사과),80
726,스파게티,14
727,치킨케이준샐러드,84
728,오이피클,26
729,과일쥬스(사과),0
730,스파게티,140
731,치킨케이준샐러드,120
732,과일쥬스(사과),80
733,스파게티,147
734,치킨케이준샐러드,78
735,오이피클,52
736,과일쥬스(사과),80
737,스파게티,154
738,치킨케이준샐러드,120
739,오이피클,52
740,과일쥬스(사과),80
741,스파게티,175
742,치킨케이준샐러드,60
743,과일쥬스(사과),80
744,스파게티,154
745,치킨케이준샐러드,96
746,과일쥬스(사과),80
747,스파게티,140
748,치킨케이준샐러드,48
749,과일쥬스(사과),80
750,스파게티,161
751,치킨케이준샐러드,60
752,오이피클,0
753,과일쥬스(사과),80
754,스파게티,175
755,치킨케이준샐러드,120
756,오이피클,26
757,과일쥬스(사과),80
758,스파게티,154
759,치킨케이준샐러드,96
760,오이피클,26
761,과일쥬스(사과),80
762,스파게티,161
763,치킨케이준샐러드,72
764,오이피클,0
765,과일쥬스(사과),80
766,스파게티,140
767,치킨케이준샐러드,120
768,오이피클,52
769,과일쥬스(사과),80
770,스파게티,84
771,치킨케이준샐러드,12
772,오이피클,0
773,과일쥬스(사과),80
774,스파게티,161
775,치킨케이준샐러드,60
776,오이피클,34
777,과일쥬스(사과),80
778,스파게티,56
779,치킨케이준샐러드,36
780,오이피클,26
781,스파게티,140
782,치킨케이준샐러드,84
783,오이피클,52
784,과일쥬스(사과),80
785,스파게티,56
786,치킨케이준샐러드,108
787,과일쥬스(사과),80
788,스파게티,63
789,치킨케이준샐러드,72
790,오이피클,0
791,스파게티,175
792,치킨케이준샐러드,108
793,과일쥬스(사과),80
794,스파게티,161
795,치킨케이준샐러드,96
796,오이피클,78
797,과일쥬스(사과),80
798,스파게티,0
799,치킨케이준샐러드,48
800,오이피클,0
801,과일쥬스(사과),80
802,스파게티,91
803,치킨케이준샐러드,84
804,오이피클,78
805,과일쥬스(사과),80
806,스파게티,175
807,치킨케이준샐러드,72
808,과일쥬스(사과),80
809,스파게티,112
810,치킨케이준샐러드,12
811,오이피클,78
812,과일쥬스(사과),80
813,스파게티,133
814,치킨케이준샐러드,120
815,오이피클,52
816,과일쥬스(사과),80
817,스파게티,21
818,치킨케이준샐러드,24
819,오이피클,52
820,과일쥬스(사과),0
821,스파게티,168
822,치킨케이준샐러드,0
823,오이피클,78
824,과일쥬스(사과),80
825,스파게티,112
826,치킨케이준샐러드,48
827,오이피클,0
828,과일쥬스(사과),80
829,스파게티,126
830,치킨케이준샐러드,12
831,오이피클,0
832,과일쥬스(사과),80
833,스파게티,49
834,치킨케이준샐러드,0
835,오이피클,0
836,과일쥬스(사과),80
837,스파게티,154
838,치킨케이준샐러드,120
839,오이피클,52
840,과일쥬스(사과),80
841,스파게티,56
842,치킨케이준샐러드,0
843,오이피클,0
844,과일쥬스(사과),80
845,스파게티,63
846,오이피클,26
847,과일쥬스(사과),0
848,스파게티,49
849,치킨케이준샐러드,36
850,오이피클,0
851,스파게티,91
852,치킨케이준샐러드,0
853,오이피클,0
854,과일쥬스(사과),0
855,스파게티,133
856,치킨케이준샐러드,48
857,오이피클,0
858,과일쥬스(사과),80
859,스파게티,133
860,치킨케이준샐러드,12
861,오이피클,0
862,과일쥬스(사과),0
863,스파게티,154
864,치킨케이준샐러드,96
865,오이피클,0
866,과일쥬스(사과),80
867,스파게티,147
868,치킨케이준샐러드,12
869,오이피클,0
870,과일쥬스(사과),80
871,스파게티,133
872,치킨케이준샐러드,12
873,오이피클,0
874,과일쥬스(사과),80
875,스파게티,56
876,치킨케이준샐러드,24
877,오이피클,52
878,과일쥬스(사과),80
879,스파게티,161
880,치킨케이준샐러드,0
881,오이피클,52
882,과일쥬스(사과),80
883,스파게티,42
884,치킨케이준샐러드,0
885,오이피클,0
886,과일쥬스(사과),0
887,스파게티,133
888,치킨케이준샐러드,84
889,오이피클,0
890,과일쥬스(사과),80
891,스파게티,112
892,치킨케이준샐러드,84
893,오이피클,0
894,과일쥬스(사과),80
895,스파게티,70
896,치킨케이준샐러드,12
897,차수수밥,22
898,햄김치찌개,102
899,달걀야채전,22
900,깍두기,50
901,자두,60
902,코다리강정,16
903,라면사리,26
904,차수수밥,103
905,햄김치찌개,128
906,달걀야채전,55
907,깍두기,33
908,자두,80
909,코다리강정,58
910,라면사리,26
911,차수수밥,112
912,햄김치찌개,167
913,달걀야채전,88
914,깍두기,12
915,자두,80
916,코다리강정,41
917,라면사리,26
918,차수수밥,98
919,햄김치찌개,141
920,달걀야채전,0
921,깍두기,25
922,자두,30
923,코다리강정,16
924,라면사리,26
925,차수수밥,67
926,햄김치찌개,102
927,달걀야채전,11
928,깍두기,0
929,자두,80
930,코다리강정,41
931,라면사리,0
932,차수수밥,103
933,햄김치찌개,186
934,달걀야채전,44
935,깍두기,25
936,자두,30
937,코다리강정,0
938,라면사리,26
939,차수수밥,107
940,햄김치찌개,12
941,달걀야채전,66
942,깍두기,25
943,자두,80
944,코다리강정,16
945,라면사리,0
946,차수수밥,105
947,햄김치찌개,12
948,달걀야채전,11
949,깍두기,37
950,자두,80
951,코다리강정,16
952,라면사리,0
953,차수수밥,17
954,햄김치찌개,90
955,달걀야채전,55
956,깍두기,0
957,자두,60
958,코다리강정,8
959,라면사리,6
960,차수수밥,107
961,햄김치찌개,141
962,깍두기,58
963,자두,80
964,코다리강정,58
965,라면사리,30
966,차수수밥,112
967,햄김치찌개,154
968,달걀야채전,11
969,깍두기,25
970,자두,0
971,코다리강정,66
972,라면사리,26
973,차수수밥,98
974,햄김치찌개,167
975,달걀야채전,33
976,깍두기,50
977,자두,40
978,코다리강정,25
979,라면사리,26
980,차수수밥,31
981,햄김치찌개,64
982,달걀야채전,0
983,깍두기,0
984,자두,0
985,코다리강정,8
986,라면사리,23
987,차수수밥,58
988,햄김치찌개,64
989,달걀야채전,0
990,깍두기,16
991,자두,60
992,코다리강정,25
993,라면사리,10
994,차수수밥,103
995,햄김치찌개,128
996,달걀야채전,77
997,깍두기,0
998,자두,0
999,코다리강정,8
1000,라면사리,20
1001,차수수밥,107
1002,햄김치찌개,115
1003,깍두기,0
1004,자두,20
1005,코다리강정,8
1006,라면사리,20
1007,차수수밥,0
1008,햄김치찌개,51
1009,달걀야채전,0
1010,깍두기,20
1011,자두,0
1012,코다리강정,66
1013,라면사리,6
1014,차수수밥,107
1015,햄김치찌개,115
1016,깍두기,62
1017,자두,80
1018,코다리강정,33
1019,라면사리,23
1020,차수수밥,4
1021,햄김치찌개,115
1022,달걀야채전,0
1023,깍두기,0
1024,자두,0
1025,코다리강정,8
1026,라면사리,23
1027,차수수밥,103
1028,햄김치찌개,128
1029,달걀야채전,77
1030,깍두기,25
1031,자두,80
1032,코다리강정,66
1033,라면사리,23
1034,차수수밥,98
1035,햄김치찌개,83
1036,달걀야채전,88
1037,깍두기,20
1038,자두,80
1039,코다리강정,75
1040,라면사리,20
1041,차수수밥,112
1042,햄김치찌개,115
1043,달걀야채전,77
1044,깍두기,25
1045,자두,70
1046,코다리강정,16
1047,라면사리,23
1048,차수수밥,40
1049,햄김치찌개,141
1050,달걀야채전,77
1051,깍두기,4
1052,자두,0
1053,코다리강정,58
1054,라면사리,26
1055,차수수밥,80
1056,햄김치찌개,115
1057,달걀야채전,0
1058,깍두기,25
1059,자두,0
1060,코다리강정,75
1061,라면사리,23
1062,차수수밥,89
1063,햄김치찌개,128
1064,달걀야채전,44
1065,깍두기,8
1066,자두,80
1067,코다리강정,8
1068,라면사리,23
1069,차수수밥,89
1070,햄김치찌개,141
1071,달걀야채전,88
1072,깍두기,12
1073,자두,50
1074,코다리강정,58
1075,라면사리,26
1076,차수수밥,112
1077,햄김치찌개,128
1078,달걀야채전,88
1079,깍두기,8
1080,자두,0
1081,코다리강정,58
1082,라면사리,23
1083,차수수밥,80
1084,햄김치찌개,115
1085,달걀야채전,22
1086,깍두기,12
1087,자두,60
1088,코다리강정,41
1089,라면사리,3
1090,차수수밥,103
1091,햄김치찌개,128
1092,달걀야채전,88
1093,깍두기,25
1094,자두,80
1095,코다리강정,33
1096,라면사리,26
1097,차수수밥,112
1098,햄김치찌개,51
1099,달걀야채전,77
1100,깍두기,0
1101,자두,80
1102,코다리강정,8
1103,라면사리,0
1104,차수수밥,107
1105,햄김치찌개,154
1106,달걀야채전,88
1107,깍두기,25
1108,자두,80
1109,코다리강정,50
1110,라면사리,30
1111,차수수밥,98
1112,햄김치찌개,90
1113,달걀야채전,0
1114,깍두기,0
1115,자두,0
1116,라면사리,15
1117,차수수밥,107
1118,햄김치찌개,32
1119,깍두기,37
1120,자두,80
1121,코다리강정,66
1122,라면사리,0
1123,차수수밥,107
1124,햄김치찌개,167
1125,달걀야채전,0
1126,깍두기,4
1127,자두,50
1128,코다리강정,8
1129,라면사리,26
1130,차수수밥,107
1131,햄김치찌개,115
1132,달걀야채전,11
1133,깍두기,8
1134,자두,60
1135,코다리강정,66
1136,라면사리,26
1137,차수수밥,112
1138,햄김치찌개,154
1139,달걀야채전,77
1140,깍두기,50
1141,자두,60
1142,코다리강정,58
1143,라면사리,30
1144,차수수밥,103
1145,햄김치찌개,167
1146,달걀야채전,88
1147,깍두기,25
1148,자두,80
1149,코다리강정,25
1150,라면사리,30
1151,차수수밥,107
1152,햄김치찌개,115
1153,달걀야채전,88
1154,깍두기,58
1155,자두,80
1156,코다리강정,58
1157,라면사리,15
1158,차수수밥,107
1159,햄김치찌개,25
1160,달걀야채전,0
1161,깍두기,0
1162,자두,0
1163,코다리강정,0
1164,라면사리,0
1165,차수수밥,103
1166,햄김치찌개,38
1167,달걀야채전,99
1168,깍두기,25
1169,자두,80
1170,코다리강정,75
1171,라면사리,13
1172,차수수밥,85
1173,햄김치찌개,141
1174,달걀야채전,88
1175,깍두기,25
1176,자두,0
1177,코다리강정,58
1178,라면사리,26
1179,차수수밥,4
1180,햄김치찌개,25
1181,달걀야채전,0
1182,깍두기,0
1183,자두,80
1184,코다리강정,66
1185,라면사리,0
1186,차수수밥,4
1187,햄김치찌개,12
1188,달걀야채전,22
1189,깍두기,16
1190,자두,80
1191,코다리강정,0
1192,라면사리,0
1193,차수수밥,71
1194,햄김치찌개,64
1195,달걀야채전,0
1196,깍두기,0
1197,자두,80
1198,코다리강정,66
1199,라면사리,3
1200,차수수밥,98
1201,햄김치찌개,90
1202,달걀야채전,99
1203,깍두기,25
1204,자두,50
1205,코다리강정,75
1206,라면사리,26
1207,차수수밥,76
1208,햄김치찌개,102
1209,달걀야채전,99
1210,깍두기,12
1211,자두,0
1212,코다리강정,25
1213,라면사리,20
1214,차수수밥,26
1215,햄김치찌개,154
1216,달걀야채전,0
1217,깍두기,0
1218,자두,20
1219,코다리강정,50
1220,라면사리,13
1221,차수수밥,22
1222,햄김치찌개,38
1223,달걀야채전,0
1224,깍두기,0
