FOOD_NM,INGREDIENTS,TYPE,Quantity
편육,양파/껍질제거(깐것),반찬,25176.290572047375
보쌈김치,김치(보쌈김치),김치,34157.2024565103
김자반,파래자반,반찬,16397.790179667103
추로스,콩기름(대두유),후식,27777.748753207412
도토리묵치커리무침,참기름,반찬,17199.191292378287
복숭아맛호상요구르트,발효유(호상요구르트)/복숭아맛,후식,43565.81118371478
삼색소보로덮밥,파(쪽파)/친환경,밥,34314.706072302404
발사믹소스,드레싱(발사믹드레싱),반찬,16397.790179667103
마시는요구르트,발효유(액상요구르트)/사과맛,후식,41508.907688836836
카프레제샐러드,토마토(완숙토마토),후식,27944.26327483935
속이꽉찬만두국,다시마/말린것(건조),국,48994.89612577364
돈등심바베큐소스폭찹,양파/친환경,반찬,13586.780735935201
미역오이참깨샐러드,토마토(방울토마토(체리토마토))/친환경,후식,37862.66316802305
뱅어포볶음,파(쪽파)/친환경,반찬,33165.73187218026
조랭이떡국,다시마(뿌리다시마)/말린것(건조),국,48861.02847907433
콘마요네즈달걀찜,소금(꽃소금),반찬,15016.389978566312
도라지유자냉채,배/국산,반찬,17479.752419832406
대추방울토마토,토마토(대추방울토마토),후식,27944.26327483935
멸치아몬드슬라이스볶음,아몬드/슬라이스,반찬,16397.790179667103
함박스테이크,배,반찬,16397.790179667103
함박스테이크소스,토마토(완숙토마토),반찬,16525.3490447718
어묵김치국,김치(배추김치),국,102454.49305242744
한라봉주스,주스(한라봉주스),후식,27295.441232129302
유채나물무침,소금(꽃소금),반찬,15016.389978566312
샤인머스캣방울토마토,파슬리/말린것(건조),후식,37307.40104757046
실곤약야채무침,간장(재래간장)/친환경,반찬,35811.55877060072
묵은지찜닭,파(대파)/껍질제거(깐것),반찬,18965.411113111997
어묵채소볶음,간장(양조간장),반찬,16945.85117008273
포도주스,주스(포도주스),후식,27295.441232129302
메밀전병,양파/친환경,반찬,13586.780735935201
단호박생크림샐러드,크림(생크림)/완제품,후식,27295.441232129302
순살닭고기야채조림,맛술,반찬,16397.790179667103
동그랑땡전,동그랑땡(고기동그랑땡),반찬,16397.790179667103
삼치무조림,청주,반찬,16397.790179667103
두부야채샌드,두부/친환경,후식,58283.561276133594
튀김새우,과즙음료(레몬),반찬,16353.555136736682
양상추샐러드,양파/껍질제거(깐것),후식,31510.075140333433
딸기요거트드레싱,드레싱(딸기요거트드레싱),후식,27295.441232129302
돈까스덮밥,가쓰오우동장국,밥,79709.69166727668
오코노미야끼,파(실파)/껍질제거(깐것),반찬,17240.592818570156
옥수수매생이전,매생이,반찬,16397.790179667103
콩나물냉채,배/국산,반찬,17479.752419832406
떡볶이치즈그라탕,양배추/친환경,반찬,33165.73187218026
머스터드소스,레몬,반찬,16866.58304678555
삼색푸실리후르츠샐러드,토마토(방울토마토(체리토마토))/친환경,후식,37862.66316802305
양배추,참기름,반찬,17199.191292378287
한치돼지고기볶음,파(대파)/친환경,반찬,41238.22680920702
감자베이컨볶음,콩기름(대두유),반찬,16880.09770074522
탕수육소스,매실농축액,반찬,16397.790179667103
청경채무침,청경채,반찬,16397.790179667103
복숭아,복숭아(천도),후식,27295.441232129302
블루베리셰이크,파(대파)/껍질제거(깐것),후식,29936.898832364284
오이장아찌무침,멥쌀(현미)/친환경,반찬,98430.2896998433
교자만두,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
소고기떡국,멥쌀(백미)/친환경,국,63162.72360772622
양념감자튀김,양파/껍질제거(깐것),후식,31510.075140333433
투움바스파게티,당근,밥,89468.92476920386
바비큐폭립,양송이버섯,반찬,16397.790179667103
오리엔탈드레싱,브로콜리,반찬,16397.790179667103
파닭,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
곤드레나물밥,설탕(백설탕),밥,76616.95259335428
인절미꿀피자,치즈(모짜렐라치즈),반찬,16397.790179667103
동태찌개,멥쌀(백미)/친환경,국,63162.72360772622
미트볼그라탕,멥쌀(현미)/친환경,반찬,98430.2896998433
쫄면채소무침,당근,반찬,24604.037077778852
오향장육,설탕(흑설탕),반찬,16059.602360116329
떠먹는유부초밥,멥쌀(백미)/친환경,밥,86871.10993897004
김말이튀김,깨(검정깨(흑임자))/볶은것,반찬,16559.186847303496
오징어브로콜리초장,멥쌀(현미)/친환경,반찬,98430.2896998433
시금치팽이버섯무침,참기름/국산,반찬,20223.342831207923
날치알밥,멥쌀(백미)/친환경,밥,86871.10993897004
냉메밀국수,당근,밥,89468.92476920386
김가루밥,멥쌀(백미)/친환경,밥,86871.10993897004
단무지,참기름/국산,반찬,20223.342831207923
김치말이냉국수,파래자반,밥,79709.69166727668
닭꼬치,양파/껍질제거(깐것),후식,31510.075140333433
아오리사과,깻잎,후식,27295.441232129302
참치마요네즈토핑,"깨(참깨)/볶은것, 껍질제거(깐것)",반찬,16454.14944004748
미숫가루냉차,우유/대(大),후식,27295.441232129302
우유빙수,우유(딸기우유),후식,27295.441232129302
과일요거트,발효유(호상요구르트)/플레인,후식,43565.81118371478
순두부백탕,간장(재래간장),국,48921.23898877593
치즈불닭구이,설탕(백설탕),반찬,16724.96239664548
연포탕,양파/껍질제거(깐것),국,35869.748342188075
참치야채볶음,단무지,반찬,16397.790179667103
게살달걀죽,소금(꽃소금),반찬,15016.389978566312
치킨버거,유채씨유(카놀라유),밥,77167.36162225
달걀실파국,간장(재래간장),국,48921.23898877593
열무김치비빔밥,사과,밥,79709.69166727668
브라우니,분말(설탕분말),후식,27295.441232129302
오이생채,고추장/전통식품인증,반찬,16102.871389627362
치즈닭갈비볶음,고춧가루/국산,반찬,20860.51073525693
레몬크림새우,레몬,반찬,16866.58304678555
해물짜장밥,감자/껍질제거(깐것),밥,77097.2177976899
야채스프,버터,국,37599.81763583613
칼라방울토마토,토마토(노란대추방울토마토)/친환경,후식,37862.66316802305
비름나물무침,비름나물,반찬,16397.790179667103
일본식달걀찜,달걀,반찬,9577.335253789577
알감자고추장조림,소금(꽃소금),반찬,15016.389978566312
부추사과무침,사과/일반,반찬,16397.790179667103
오징어국,고추장,국,40114.47999586797
콩줄기나물,파(실파)/껍질제거(깐것),반찬,17240.592818570156
참외,참외,후식,27295.441232129302
가자미살파채튀김,설탕(백설탕),반찬,16724.96239664548
연어데리소스구이,간장(양조간장)/국산,반찬,16556.958551636944
콩나물느타리버섯볶음,참기름,반찬,17199.191292378287
닭살김치튀김,튀김가루,반찬,16397.790179667103
달걀국,간장(재래간장),국,48921.23898877593
옥수수통조림치즈구이,소금(꽃소금),반찬,15016.389978566312
소불고기비빔밥,고추장,밥,80086.12077534673
딸기떡,딸기아이스찹쌀떡,후식,27295.441232129302
소고기수삼갈비탕,당면(자른당면),국,37599.81763583613
해물완자전,파슬리/말린것(건조),반찬,26344.860336657734
오징어,고추장/전통식품인증,반찬,16102.871389627362
삼색조랭이떡국,파(대파)/껍질제거(깐것),국,40455.03664672593
샤인머스캣코코푸딩,푸딩(포도푸딩),후식,27295.441232129302
치킨또띠아,허니머스터드소스/소포장,반찬,16397.790179667103
빈달루카레밥,"닭고기(가슴살, 안심살)/깍둑썰기",밥,79726.02008607809
황태두부국,간장(재래간장),국,48921.23898877593
마라탕수육,양파/껍질제거(깐것),반찬,25176.290572047375
감자샐러드,마요네즈(유정란),후식,27295.441232129302
바나나우유,우유(바나나우유),후식,27295.441232129302
아몬드멸치볶음,설탕(백설탕),반찬,16724.96239664548
햄구이,돼지고기햄통조림,반찬,16397.790179667103
납작부침만두,만두(납작만두),반찬,16397.790179667103
이면수구이,후추(검은색),반찬,16397.790179667103
등뼈감자탕,고추장/전통식품인증,국,37429.14118222651
찹쌀김부각,부각(쑥부각),반찬,16294.374502229606
아이스크림,아이스크림(레인보우아이스크림),후식,25065.958718736496
영양닭죽,참기름,밥,78380.86515853273
고기산적부침,밀가루/국산,반찬,17479.752419832406
미역줄기게맛살볶음,간장(재래간장),반찬,24447.48592604356
치킨찹스테이크,간장(양조간장)/국산,반찬,16556.958551636944
콩나물잡채,후추(검은색),반찬,16397.790179667103
참나물생채,고추장,반찬,22665.312893535363
샤인머스캣주스,젤리음료/포도맛,후식,27295.441232129302
뚱카롱딸기,마카롱(초콜릿마카롱),후식,27295.441232129302
당면불고기덮밥,"돼지고기(앞다리, 전지)",밥,79709.69166727668
두부된장국,두부,국,37605.33980222265
김밥볶음밥,단무지,밥,79709.69166727668
흑당버블티라떼,전분(감자전분(칼슘강화)),후식,27535.2403467092
애슐리단호박샐러드,크림(생크림),후식,27295.441232129302
광휘별미떡볶이,설탕(백설탕)/대(大),반찬,16724.96239664548
버터갈릭감자튀김,파슬리/말린것(건조),후식,37307.40104757046
츄러스,설탕(백설탕)/대(大),후식,28295.126181832005
구운가지호박무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
돈코츠라면,라면/냉동,밥,78234.28905047802
멸치주먹밥,단무지/김밥용,밥,79709.69166727668
생크림크로플,블루베리,후식,27295.441232129302
쑥갓두부무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
고추장,보리,반찬,16286.459100079395
달걀샌드위치,"마늘/껍질제거(깐것), 꼭지제거",후식,25619.336451267292
과일젤리푸딩,과채주스(귤농축과즙),후식,27192.2901834496
양념류,참기름,반찬,17199.191292378287
명엽채조림,설탕(백설탕),반찬,16724.96239664548
멘치까스,차조,반찬,16397.790179667103
포크커틀렛소스,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
도토리묵냉국,멥쌀(백미)/친환경,국,63162.72360772622
오미자수박화채,김치(배추김치)/숙성시킨것,후식,90587.96169547513
오이도라지무침,설탕(백설탕),반찬,16724.96239664548
참치김치킨덮밥버거,멥쌀(백미)/친환경,밥,86871.10993897004
장어살강정,참기름/국산,반찬,20223.342831207923
델리만주,애느타리버섯,후식,27295.441232129302
감자수제비국,멥쌀(백미)/친환경,국,63162.72360772622
고구마닭갈비,찹쌀(현미)/친환경,반찬,196313.31079818885
치커리사과무침,멥쌀(현미)/친환경,반찬,98430.2896998433
일본식카레,멥쌀(백미)/친환경,밥,86871.10993897004
치킨또띠아쌈,멥쌀(현미)/친환경,반찬,98430.2896998433
멜론빙수,"마늘/껍질제거(깐것), 꼭지제거",후식,25619.336451267292
순한마라상궈,해바라기유,반찬,16397.790179667103
무장아찌무침,오복채,반찬,16397.790179667103
오븐순살대구까스,해바라기유,반찬,16397.790179667103
훈제오리,오리훈제/슬라이스,반찬,16397.790179667103
부추샐러드,양파/껍질제거(깐것),반찬,25176.290572047375
단호박나물밥,후리카케/채소맛,밥,79709.69166727668
블루베리,블루베리,후식,27295.441232129302
떡볶음,양배추/친환경,반찬,33165.73187218026
오리훈제무쌈말이,무쌈(블루베리무쌈),반찬,16397.790179667103
블루베리슈,슈(딸기슈),후식,27295.441232129302
오이사과무침,참기름,반찬,17199.191292378287
사골배춧국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
알감자조림,간장(양조간장),반찬,16945.85117008273
삼치매실청구이,레몬,반찬,16866.58304678555
닭칼국수,"마늘/껍질제거(깐것), 꼭지제거",밥,74902.81890342632
북어채미역국,간장(재래간장),국,48921.23898877593
김가루소고기주먹밥,단무지(반달슬라이스단무지),밥,79709.69166727668
웃담사과요거트,발효유(호상요구르트)/사과맛,후식,43565.81118371478
모듬야채피클,피클(모둠채소피클),반찬,16397.790179667103
포테이토치즈스틱,해바라기유,후식,27295.441232129302
매운떡볶이,고춧가루,후식,30600.11588639467
옹심이국,"멸치(큰멸치, 대멸)",국,37599.81763583613
꼬시래기무침,고추장(전통고추장),반찬,12824.853709103598
짜장불고기,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
매운아귀탕,당근/국산,국,41168.886903897226
요거트,시리얼(곡물(귀리)시리얼),후식,27455.412881972574
북어포콩나물국,북어채,국,37599.81763583613
톳두부된장무침,고추장/전통식품인증,반찬,16102.871389627362
미트볼단호박조림,당근/국산,반찬,26638.328257426758
두부버섯전골,파(대파)/친환경,국,44212.823952800856
샤인방울토마토,토마토(대추방울토마토),후식,27944.26327483935
닭다리삼계탕,"멸치(큰멸치, 대멸)",국,37599.81763583613
아이스망고,아이스망고,후식,27295.441232129302
돼지감자탕,기능성멥쌀(쌀눈),국,37599.81763583613
닭다리살스테이크,멥쌀(백미),반찬,69325.87516857017
해파리냉채,기능성찹쌀(칼슘강화),반찬,16637.589294247005
유산균음료,"마늘/껍질제거(깐것), 꼭지제거",후식,25619.336451267292
치즈햄버거스테이크,버터,반찬,16397.790179667103
찐옥수수,옥수수(찰옥수수),후식,27295.441232129302
피자치즈함박스테이크,파슬리/말린것(건조),반찬,26344.860336657734
해물된장찌개,두부/친환경,국,78648.47261098132
청포도주스,주스(청포도주스),후식,27295.441232129302
햄버거소스,버터,반찬,16397.790179667103
햄버거,양상추,반찬,16397.790179667103
흰우유,우유/소(小),후식,27295.441232129302
케찹마요네즈소스,설탕(백설탕),반찬,16724.96239664548
시리얼,시리얼(곡물(귀리)시리얼),후식,27455.412881972574
감자튀김,후리카케,후식,27295.441232129302
수리취떡,떡(쑥절편),후식,27295.441232129302
코다리조림,설탕(황설탕),반찬,16059.602360116329
조랑이떡미역국,간장(어간장)/친환경,국,36197.69041712311
참나물전,해바라기유,반찬,16397.790179667103
바베큐보쌈,스테이크소스,반찬,16397.790179667103
초코수리취떡,떡(수리취떡),후식,27295.441232129302
명이나물무침,명이나물절임(산마늘절임),반찬,16397.790179667103
수리취꿀떡,떡(꿀떡),후식,27295.441232129302
닭다리살구이,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
개별김,김(도시락김(8절6매)),반찬,16397.790179667103
후룻밀크바나나,고추(붉은고추(홍고추)),후식,27740.439359673837
쭈꾸미돼지불고기,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
참나물샐러드,멥쌀(백미),후식,77287.9905122814
몽글이순두부백탕,기능성찹쌀(칼슘강화),국,37839.616750416026
녹차카테킨쌀밥,기능성멥쌀(녹차),밥,79709.69166727668
두부파된장국,두부/친환경,국,78648.47261098132
초코칩쿠키,쿠키(우리밀땅콩초코쿠키),후식,29234.955551454033
자색고구마밥,다시마/말린것(건조),밥,84109.70373222334
야채비빔만두,고추장,반찬,22665.312893535363
채식커틀렛,당근/국산,반찬,26638.328257426758
니모어묵우동,"마늘/껍질제거(깐것), 꼭지제거",밥,74902.81890342632
초밥모양도넛,도넛(쌀케이크도넛),후식,27295.441232129302
메추리알곤약조림,설탕(흑설탕),반찬,16059.602360116329
수리취찹쌀떡,"마늘/껍질제거(깐것), 꼭지제거",후식,25619.336451267292
제철과일,모둠새싹/친환경,후식,34677.13686648993
떡갈비채소비빔밥,기능성멥쌀(쌀눈),밥,79709.69166727668
고구마맛탕,보리(쌀보리),반찬,16286.459100079395
새송이버섯숙주무침,숙주나물/친환경,반찬,33165.73187218026
블루베리과일샐러드,바나나,후식,27295.441232129302
얼갈이배추된장국,다시마/말린것(건조),국,48994.89612577364
쌀국수골뱅이무침(우리밀),간장/장아찌용,국,43045.353527769345
LA갈비오븐구이,간장(양조간장),반찬,16945.85117008273
건새우아욱국(초),고추장/전통식품인증,국,37429.14118222651
코다리살조림,간장/장아찌용,반찬,18571.600465036965
채소달걀말이,달걀,반찬,9577.335253789577
체리(초),체리,후식,27295.441232129302
강황쌀밥,"기능성멥쌀(강황,울금)",밥,79709.69166727668
북어채콩나물국,간장(재래간장),국,48921.23898877593
오이크래미무침,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,16454.14944004748
배추김치(40),김치(배추김치),김치,107287.29966076983
추가밥,멥쌀(백미)/친환경,밥,86871.10993897004
토마토스파게티(오),"마늘/껍질제거(깐것),꼭지제거",밥,74902.81890342632
우리쌀치즈스틱,치즈스틱,후식,27295.441232129302
당1/2야쿠르트,발효유(드링크요구르트),후식,41726.183624146004
생오이피클,피클(오이피클),반찬,16397.790179667103
쇠고기무국(한우),간장(재래간장),국,48921.23898877593
뼈없는닭갈비,간장(양조간장)/국산,반찬,16556.958551636944
우엉채강정,간장(양조간장)/국산,반찬,16556.958551636944
멜론(초),멜론(머스크멜론),후식,34208.11884026004
오무라이스,감자,밥,77941.08537605847
미소국,된장(일본된장),국,25578.18276599789
갈릭치즈스틱,치즈스틱,후식,27295.441232129302
하우스감귤,감귤(밀감)/친환경,후식,47539.98597208838
솎음열무나물,고추(풋고추(청고추)),반찬,16080.855969356347
소떡소떡볶음,깐풍기소스,반찬,16397.790179667103
미더덕시금치국,간장(재래간장)/친환경,국,37918.44923741087
대합살미역국,간장(재래간장),국,48921.23898877593
숙주나물,깨(참깨)/볶은것,반찬,16738.63296610205
팽이버섯달걀국,다시마/말린것(건조),국,48994.89612577364
못난이오이무침,고추장/친환경,반찬,36115.04867265423
고구마크로켓,크로켓(고구마크로켓),후식,27295.441232129302
옥수수수프,버터,국,37599.81763583613
비름나물,고추장,반찬,22665.312893535363
소세지케첩볶음,고추장,반찬,22665.312893535363
치킨카레라이스,감자/껍질제거(깐것),밥,77097.2177976899
우리밀핫도그/케첩,토마토케첩/친환경,후식,58490.187132448686
불고기덮밥,굴소스/국산,밥,61430.24727201201
수수찰호떡,해바라기유,후식,27295.441232129302
적포도,포도(레드글로브)/일반,후식,11171.084605102675
수삼갈비탕,다시마/말린것(건조),국,48994.89612577364
자장밥,돼지고기(등심)/깍둑썰기,밥,79709.69166727668
반달납작지짐만두,만두(납작만두),반찬,16397.790179667103
파인애플볶음밥,달걀,밥,67134.46835505796
돼지고추장구이,간장(양조간장)/친환경,반찬,30878.233069420414
미트볼스파게티,"마늘/껍질제거(깐것),꼭지제거",밥,74902.81890342632
마늘토스트(반제),마늘토스트/생지,후식,27156.13642624471
참다래쥬스,주스(키위주스),후식,27295.441232129302
임연수살튀김,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
김당과,과자(튀김쌀과자),후식,27295.441232129302
근대국,근대,국,37599.81763583613
수제떡갈비,떡갈비/반죽,반찬,16397.790179667103
실오징어채볶음,깨(검정깨(흑임자))/볶은것,반찬,16559.186847303496
떡국,김(구운김)/조미한것,국,37251.45142388309
닭강정,건고추/일반,반찬,16397.790179667103
감자고추장찌개,감자,국,35831.21134461793
두부엿장조림,깨(검정깨(흑임자))/국산,반찬,17479.752419832406
들기름김치볶음,김치(배추김치),반찬,80542.19172999896
누룽지닭죽,감자,밥,77941.08537605847
칼조네고르곤졸라,군만두(피자군만두),후식,27295.441232129302
유기농사과즙,주스(사과주스)/무가당,후식,27295.441232129302
아욱국,다시마/말린것(건조),국,48994.89612577364
닭봉고구마조림,"고구마/껍질제거(깐것),채썬것(세절)",반찬,16643.130095537
바지락부추국,고추(붉은고추(홍고추))/친환경,국,69839.70690760917
허니버터아몬드,허니버터아몬드,후식,27295.441232129302
호박잎된장국,고추(붉은고추(홍고추)),국,37252.69670958138
오삼불고기,고추(풋고추(청고추)),반찬,16080.855969356347
국수장국,다시마/말린것(건조),국,48994.89612577364
신김치무침,김치(배추김치)/숙성시킨것,반찬,80542.19172999896
새우튀김(버터플라이),튀김(왕새우튀김),후식,28837.554487693815
큐브치즈,치즈(크림치즈),후식,27295.441232129302
노각무침,고춧가루,반찬,25923.107318407638
달걀송이치즈볶음,달걀(기능성),반찬,9577.335253789577
마파두부덮밥,건고추,밥,79709.69166727668
딸기쥬스,주스(딸기주스)/친환경,후식,34677.13686648993
날치알볶음밥,김가루,밥,79709.69166727668
숯불닭다리살구이,닭고기(넓적다리살)/껍질제거(깐것),반찬,16213.066064359315
치즈떡볶이,고추장,반찬,22665.312893535363
당면김말이,튀김(김말이튀김),반찬,17939.90343523161
친환경백색단무지,단무지,반찬,16397.790179667103
요거트젤라또,아이스크림(소프트아이스크림),후식,25065.958718736496
유부장국,다시마/말린것(건조),국,48994.89612577364
고구마치즈롤튀김,고구마치즈스틱,반찬,16397.790179667103
도토리묵국,"김가루/친환경,무염",국,40545.39038940995
바베큐립구이,돼지고기(등갈비)/친환경,반찬,49073.20900511802
닭카레소스조림,감자/껍질제거(깐것),반찬,15625.396795187407
수박화채,멜론(머스크멜론)/친환경,후식,56619.19734473898
깐쇼새우,깐쇼새우,반찬,16397.790179667103
10곡미숫가루,미숫가루,후식,27295.441232129302
부추보리비빔밥,"김가루/일반,무염",밥,79268.96405339253
강된장,"고추(풋고추(청고추,재래종))",반찬,16080.855969356347
고기산적조림,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,16454.14944004748
플레인요거트,발효유(호상요구르트)/무가당,후식,43565.81118371478
열무물김치,김치(열무김치),김치,27581.623853143174
매운가지볶음,가지,반찬,16397.790179667103
포도송이푸딩,푸딩(파인애플푸딩),후식,27295.441232129302
새우볶음밥,다시마/말린것(건조),밥,84109.70373222334
딸기바나나라떼,딸기/냉동,후식,28155.034444593388
잡채밥/자장소스,간장(재래간장)/친환경,밥,45702.56691770409
게맛살달걀탕,다시마/말린것(건조),국,48994.89612577364
미역냉국,다시마/말린것(건조),국,48994.89612577364
짭잘이토마토,토마토(짭짤이토마토)친환경,후식,37862.66316802305
체리,체리/일반,후식,27295.441232129302
감자탕,감자,국,35831.21134461793
연어데리야끼구이,데리야끼소스,반찬,16397.790179667103
소세지구이,드레싱(머스터드드레싱),반찬,16397.790179667103
물방울츄러스,추로스(고구마추로스),후식,27295.441232129302
크림스파게티,고추(청양고추)/친환경,밥,37085.38034325058
탄두리닭살구이,닭고기(넓적다리살),반찬,16034.970906469865
사과당근쥬스,주스(당근주스),후식,27295.441232129302
검정콩밥,멥쌀(백미)/친환경,밥,86871.10993897004
근대무침,고추장,반찬,22665.312893535363
북어미역국,다시마/말린것(건조),국,48994.89612577364
돼지갈비묵은지찜,고추(붉은고추(홍고추)),반찬,16050.66925341235
숙주쑥갓무침,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
수제안심돈까스/소스,달걀(전란),반찬,7941.589728784238
고사리/도라지나물,고사리/삶은것,반찬,16188.140363757208
거봉포도,포도(거봉)/친환경,후식,30102.72744850882
콩나물무침1,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
쇠불고기,간장(양조간장)/친환경,반찬,30878.233069420414
통밀차조밥,멥쌀(백미)/친환경,밥,86871.10993897004
두부양념장조림,고추(붉은고추(홍고추)),반찬,16050.66925341235
시금치들기름무침,깨(참깨)/볶은것,반찬,16738.63296610205
전복미역국,"마늘/껍질제거(깐것),꼭지제거",국,34313.284938573386
스웨디쉬미트볼조림,데미글라스소스,반찬,16397.790179667103
불고기낙지전골,"고추(풋고추(청고추,재래종))",국,37282.883425525375
들기름달걀찜,달걀,반찬,9577.335253789577
건파래무침,파(쪽파),반찬,16397.790179667103
우리쌀식혜,식혜(전통식혜),후식,27295.441232129302
완자탕,"마늘/껍질제거(깐것),꼭지제거",국,34313.284938573386
미나리초고추장무침,미나리/친환경,반찬,33165.73187218026
된장찌개,감자,국,35831.21134461793
호박나물,들기름,반찬,16397.790179667103
뱅어포구이,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
들깨순댓국,"고추(풋고추(청고추,재래종))",국,37282.883425525375
가자미살커틀릿,가자미,반찬,16397.790179667103
타르타르쏘스,레몬,반찬,16866.58304678555
돼지고기수육,돼지고기(목살),반찬,16397.790179667103
부추참깨소스무침,간장(재래간장),반찬,24447.48592604356
고구마튀김(요거트),"고구마/껍질제거(깐것),슬라이스",후식,28066.1090947921
북어무채국,고추(붉은고추(홍고추)),국,37252.69670958138
훈제오리채소볶음,깨(참깨)/볶은것,반찬,16738.63296610205
단호박크림수프,감자,국,35831.21134461793
김치메밀묵무침,김치(배추김치),반찬,80542.19172999896
버섯맛살전,게맛살(영양강화),반찬,16397.790179667103
캠벨포도,포도(캠벨얼리)/친환경,후식,30655.73940568349
연근쇠갈비찜,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
오징어초무침,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
부추양념장,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
깨순나물,깻잎나물(깨나물),반찬,16397.790179667103
파프리카미역줄기볶음,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
미니애플파이,파이(사과파이),후식,27295.441232129302
유기농요구르트,발효유(액상요구르트)/친환경,후식,53392.7117210228
삼색청포묵무침,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
쇠고기우거지국,간장(재래간장),국,48921.23898877593
명란달걀말이,달걀(기능성),반찬,9577.335253789577
청다시마부각,다시마튀각,반찬,16397.790179667103
머루포도,포도(세레단)/친환경,후식,31934.831668493367
토란탕,다시마/말린것(건조),국,48994.89612577364
대구살전,달걀,반찬,9577.335253789577
우엉생땅콩조림,간장(양조간장)/친환경,반찬,30878.233069420414
삼치살된장구이,된장,반찬,9853.331117144968
녹두빈대떡,녹두빈대떡/반죽,후식,27295.441232129302
갑오징어채소볶음,갑오징어,반찬,16397.790179667103
들깨탕수제비,감자,반찬,14629.183888448904
새송이부추초무침,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,16454.14944004748
사과대추,대추(사과대추)/일반,후식,27295.441232129302
팽이된장국,다시마/말린것(건조),국,48994.89612577364
토마토그린샐러드,건포도,후식,27295.441232129302
김치양송이볶음,김치(배추김치),반찬,80542.19172999896
가자미살유린기/소스,가자미,반찬,16397.790179667103
단호박영양밥,다시마/말린것(건조),밥,84109.70373222334
쇠고기샤브,다시마/말린것(건조),반찬,27080.170724066993
무나물,고추(붉은고추(홍고추))/친환경,반찬,39942.420683022836
오리구이,가지/친환경,반찬,33165.73187218026
감귤쥬스,주스(감귤주스)/친환경,후식,34677.13686648993
멸치아몬드조림,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
요거트과일샐러드,마요네즈(유정란),후식,27295.441232129302
삼색청포묵무침(김가루),김가루/조미한것,반찬,16397.790179667103
프렌치토스트,달걀(전란),반찬,7941.589728784238
연시,감(연시),후식,27295.441232129302
치즈달걀말이,달걀(기능성),반찬,9577.335253789577
깻잎지,깻잎지절임,반찬,16397.790179667103
장단콩초콜릿,초콜릿(땅콩초콜릿),후식,27295.441232129302
사과양배추샐러드,건포도,후식,27295.441232129302
치킨마요덮밥1,달걀,밥,67134.46835505796
미니붕어빵,붕어빵(미니붕어빵),후식,27295.441232129302
나박물김치,김치(나박김치),반찬,16592.227790383862
감말랭이,감(말랭이),반찬,16397.790179667103
맑은순두부국,고추(붉은고추(홍고추)),국,37252.69670958138
시래기된장나물,들기름,반찬,16397.790179667103
미나리간장양념장,간장(양조간장)/친환경,반찬,30878.233069420414
콘샐러드,레몬,반찬,16866.58304678555
수제등심돈까스/소스,달걀(전란),반찬,7941.589728784238
시금치겉절이,시금치,반찬,16397.790179667103
치즈볼튀김,치즈볼,후식,27295.441232129302
대하찜/레몬고추장,레몬,반찬,16866.58304678555
??지감자,"감자/구운것,껍질제거(깐것)",반찬,15625.396795187407
찹스테이크,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
반건시,감(반건시),후식,27295.441232129302
감자비트전,감자,반찬,14629.183888448904
영양쌈장,깨(참깨)/볶은것,반찬,16738.63296610205
미니마카롱,슈(딸기슈),후식,27295.441232129302
머위들깨나물,"깨(들깨)/볶은것,간것(가루,분말)",반찬,16559.186847303496
매운어묵배춧국,고추장,국,40114.47999586797
무생채,"깨(참깨)/볶은것,껍질제거(깐것)",김치,33473.87988917259
당근부각,"부각(당근부각)/국용,반조리,절단된것",반찬,16294.374502229606
오징어링튀김,밀가루/친환경,반찬,33165.73187218026
약고추장,고추장,반찬,22665.312893535363
순대볶음,깻잎나물(깨나물),반찬,16397.790179667103
유채나물,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,16454.14944004748
삼치데리야끼조림,깨(참깨),반찬,16577.23629846566
