FOOD_NM,INGREDIENTS,TYPE,Quantity
큐브스테이크덮밥,멥쌀(백미)/친환경,밥,86871.10993897004
영양찰밥,밤/껍질제거(깐것),밥,74277.3570181611
청경채나물,마늘,반찬,33614.545313458046
마카롱,마카롱(초콜릿마카롱),후식,27295.441232129302
야채찐빵,찐빵(파자쌀찐빵),후식,27295.441232129302
윌,발효유(드링크요구르트)/가당,후식,42014.52075473202
사골떡만두국,마늘/국산,국,46557.57838647244
찹쌀꿔바로우,콩기름(대두유),반찬,16880.09770074522
야채계란전,당근,반찬,24604.037077778852
스팸주먹밥,멥쌀(백미)/친환경,밥,86871.10993897004
눈꽃치즈돈까스,어린잎채소(베이비잎)/친환경,반찬,33165.73187218026
미니윌,발효유(드링크요구르트)/무가당,후식,41726.183624146004
깻잎전,달걀,반찬,9577.335253789577
킨더초코릿,초코바,후식,27295.441232129302
레인보우큐브치즈샐러드,"양배추(적채,붉은양배추)",반찬,16397.790179667103
한우갈비찜,밤/껍질제거(깐것),반찬,17240.592818570156
우리쌀산타곰이치즈케이크,케이크(크림치즈케이크),후식,24171.646090295915
닭야채조림,당근,반찬,24604.037077778852
돈육야채볶음,당근,반찬,24604.037077778852
두부구이,두부,반찬,16403.31234605361
볶음밥,멥쌀(백미)/친환경,밥,86871.10993897004
새송이오븐구이,큰느타리버섯(새송이버섯),반찬,16397.790179667103
단배추나물,배추(알배기),반찬,16397.790179667103
깻잎순나물,깻잎순,반찬,16397.790179667103
어묵고추장볶음,어묵,반찬,11816.804293850804
미나리생채,미나리,반찬,16397.790179667103
두릅/초장,두릅,반찬,16397.790179667103
맥시칸샐러드,토마토(방울토마토(체리토마토)),반찬,16525.3490447718
굴비구이,굴비,반찬,16397.790179667103
대구매운탕,무(조선무),국,38056.59529507
수제비국,시금치,국,37599.81763583613
두부달걀부침,당근,반찬,24604.037077778852
파프리카/쌈장,파프리카(노랑파프리카),반찬,16397.790179667103
도라지오이무침,"도라지/껍질제거(깐것),채썬것(세절)",반찬,16643.130095537
콩나물밥/양념장,멥쌀(백미)/친환경,반찬,48125.07857530661
돈육고구마강정,고구마,반찬,16397.790179667103
정어리볶음/쌈,고사리/삶은것,반찬,16188.140363757208
쇠고기두부국,새우(꽃새우)/말린것(건조),국,47153.411500881746
곤드레나물,"곤드레(고려엉겅퀴)/말린것(건조),삶은것",반찬,26281.172535205398
모듬야채겉절이,모둠채소,반찬,16397.790179667103
죽순들깨볶음,죽순/삶은것,반찬,16334.102378214768
완두콩밥,멥쌀(백미)/친환경,밥,86871.10993897004
무시래기된장국,무시래기/삶은것,국,37536.1298343838
쫄면,"사과(부사,후지)",반찬,16397.790179667103
비엔나야채볶음,당근,반찬,24604.037077778852
꽈리고추찜,고추(꽈리고추),반찬,16080.855969356347
머우대들깨나물,머위대/삶은것,반찬,16334.102378214768
마늘쫑고추장무침,마늘종,반찬,16397.790179667103
얼갈이부추겉절이,"배추(얼갈이,단배추)",반찬,16397.790179667103
고구마순된장무침,고구마줄기,반찬,17194.4229402472
고등어감자조림,감자,반찬,14629.183888448904
브로콜리달걀말이,당근,반찬,24604.037077778852
감자어묵조림,감자,반찬,14629.183888448904
순대찜,순대,반찬,16397.790179667103
상추치커리무침,치커리,반찬,16397.790179667103
팽이부추무침,팽이버섯,반찬,16397.790179667103
후라이드치킨,닭고기(성계)/닭도리용,반찬,16414.118598468518
고구마대들깨나물,고구마줄기/삶은것,반찬,17130.735138794866
오징어채무침,오징어(진미채),반찬,20032.85484635773
닭무국,무(조선무),국,38056.59529507
감자구이,감자,반찬,14629.183888448904
식빵튀김,파슬리,후식,27295.441232129302
쇠고기콩나물국,콩나물,국,37599.81763583613
양송이쑥갓무침,양송이버섯,반찬,16397.790179667103
건도토리묵볶음,당근,반찬,24604.037077778852
고등어카레구이,고등어/순살,반찬,16397.790179667103
상추쑥갓생채,상추,반찬,16397.790179667103
새우오이나물,오이,반찬,16397.790179667103
미역가락무침,배,반찬,16397.790179667103
애플시나몬또띠아,"계피/간것(가루,분말)",후식,27295.441232129302
가자미조림,무(조선무),반찬,16854.567838900974
오이숙주나물,숙주나물,반찬,16397.790179667103
찹쌀콩튀각,찹쌀콩(대두에찹쌀가루를입힌것),반찬,16397.790179667103
두부샐러드,토마토(방울토마토(체리토마토)),반찬,16525.3490447718
닭봉조림,닭고기(봉),반찬,16414.118598468518
코다리무조림,무(조선무),반찬,16854.567838900974
근대나물,근대,반찬,16397.790179667103
부추양배추생채,양배추,반찬,16397.790179667103
가래떡불고기볶음,당근,반찬,24604.037077778852
치밥,멥쌀(백미)/친환경,밥,86871.10993897004
고추잎나물,고춧잎,반찬,16397.790179667103
날치알달걀말이,당근,반찬,24604.037077778852
찰옥수수,옥수수,후식,27295.441232129302
돈메추리알조림,메추리알/껍질제거(깐것),반찬,17240.592818570156
메밀나물,메밀,반찬,16397.790179667103
감자햄전,감자,반찬,14629.183888448904
우엉검정콩조림,우엉/채썬것(세절),반찬,16465.03493764755
호박잎쌈,호박잎,반찬,16397.790179667103
참소라살호박초무침,호박(애호박),반찬,15685.140804536062
밥(자율),멥쌀(백미)/친환경,밥,86871.10993897004
까르보나라떡볶이,브로콜리,반찬,16397.790179667103
햄어묵볶음,어묵,반찬,11816.804293850804
닭죽,멥쌀(백미)/친환경,밥,86871.10993897004
블루베리망고샐러드,망고,반찬,16397.790179667103
아귀탕,무(조선무),국,38056.59529507
목이버섯볶음,목이버섯/말린것(건조),반찬,26344.860336657734
오리훈제/머스터드,머스터드소스,반찬,16397.790179667103
동태매운탕,무(조선무),국,38056.59529507
미역수제비국,새우(꽃새우)/말린것(건조),국,47153.411500881746
연근서리태조림,"연근/껍질제거(깐것),슬라이스",반찬,17240.592818570156
돈육김치볶음/두부,"돼지고기(앞다리,전지)",반찬,16397.790179667103
전유어,당근,반찬,24604.037077778852
장어국,"고사리/데친것,말린것(건조)",국,48113.62372390681
미나리나물,미나리,반찬,16397.790179667103
국수곤약냉채,당근,반찬,24604.037077778852
스크램블에그,당근,반찬,24604.037077778852
닭카레볶음,큰느타리버섯(새송이버섯),반찬,16397.790179667103
병어감자조림,감자,반찬,14629.183888448904
노각새우나물,오이(늙은오이(노각)),반찬,16397.790179667103
부추양파냉채,양파,반찬,11895.382785516169
미니크로와쌍,크루아상,후식,27295.441232129302
양상추어린잎유자샐러드,양상추,반찬,16397.790179667103
오이스틱,오이,반찬,16397.790179667103
쇠고기감자들깨국,감자,국,35831.21134461793
오징어떡강정,오징어,반찬,20032.85484635773
옥수수치즈구이,양파,후식,18591.548117852948
짜장쫄면,당근,반찬,24604.037077778852
감자두부된장국,감자,국,35831.21134461793
청경채볶음,청경채,반찬,16397.790179667103
콩나물두부국,콩나물,국,37599.81763583613
치커리겉절이,치커리,반찬,16397.790179667103
고구마대무침,고구마줄기/삶은것,반찬,17130.735138794866
애호박새우젓볶음,당근,반찬,24604.037077778852
우엉채볶음,우엉/채썬것(세절),반찬,16465.03493764755
미역줄기어묵볶음,미역줄기,반찬,16390.835685800033
유부초밥,멥쌀(백미)/친환경,밥,86871.10993897004
느타리애호박나물,당근,반찬,24604.037077778852
유부미소국,새우(꽃새우)/말린것(건조),국,47153.411500881746
상추부추무침,상추,반찬,16397.790179667103
쇠고기버섯국,느타리버섯,국,37599.81763583613
가지새송이오븐구이,큰느타리버섯(새송이버섯),반찬,16397.790179667103
고구마구이,고구마,반찬,16397.790179667103
갈비김치찜,돼지고기(갈비),반찬,16397.790179667103
알토란들깨볶음,토란/껍질제거(깐것),반찬,17240.592818570156
브로콜리두부무침,브로콜리,반찬,16397.790179667103
호박죽,호박(늙은호박)/껍질제거(깐것),밥,78485.70754783611
모짜렐라핫도그,핫도그(미니치즈핫도그),후식,27414.523482871205
숙주미나리나물,숙주나물,반찬,16397.790179667103
달걀야채말이,당근,반찬,24604.037077778852
새우애호박전,호박(애호박),반찬,15685.140804536062
갈치무조림,무(조선무),반찬,16854.567838900974
팽이호박나물,팽이버섯,반찬,16397.790179667103
오이상추무침,상추,반찬,16397.790179667103
오리볶음,오리고기/절단된것,반찬,16397.790179667103
냉이된장무침,냉이,반찬,16397.790179667103
*들깨무채국,마늘,국,55473.535196435994
*양배추/쌈장,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
*대패오리불고기,당근/껍질제거(깐것),반찬,24922.286964152172
*부추전,당근/껍질제거(깐것),반찬,24922.286964152172
*가바쌀밥,기능성멥쌀(가바),밥,79709.69166727668
*쇠고기당면국,"마늘/껍질제거(깐것),꼭지제거",국,34313.284938573386
*시금치두부깨소스무침,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
*에그인헬(샥슈카),당근/친환경,반찬,46291.30106742997
*딸기요거트,발효유(호상요구르트)/딸기맛,후식,43565.81118371478
*시금치커리라이스,기능성찹쌀(칼슘강화),밥,79937.98189384612
*닭장각튀김/소스,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
*포도쥬스,주스(포도주스),후식,27295.441232129302
*미니난,전병(밀전병),반찬,16397.790179667103
*혼합잡곡밥,기능성찹쌀(칼슘강화),밥,79937.98189384612
*해물순두부찌개,"마늘/껍질제거(깐것),꼭지제거",국,34313.284938573386
*애느타리호박볶음,당근/껍질제거(깐것),반찬,24922.286964152172
*소세지품은떡꼬치,콩기름(대두유),반찬,16880.09770074522
*미니군고구마,고구마(꿀고구마)/친환경,반찬,33165.73187218026
*도토리묵깻잎들깨무침,당근/껍질제거(깐것),반찬,24922.286964152172
*삼치살유자간장구이,"마늘/껍질제거(깐것),꼭지제거",반찬,15226.237885697512
*오레오초코머핀,쿠키(우리쌀참깨쿠키),후식,29234.955551454033
피쉬앤칩스,타르타르소스,반찬,16397.790179667103
미니파이(고구마파이),파이(고구마파이)/생지,후식,27156.13642624471
옥수수감자샐러드,감자,반찬,14629.183888448904
차돌떡볶이,마늘/국산,반찬,32457.740063461824
가바쌀밥,"멥쌀, 배아미, 생것",밥,97451.64613112505
삼치살유자간장구이,다시마,반찬,17133.100567076373
클로렐라밥,"멥쌀, 백미, 생것",밥,133715.50784673748
돈육등뼈김치찜,"김치, 배추 김치",반찬,16592.227790383862
*비빔만두,당근/껍질제거(깐것),반찬,24922.286964152172
*옥수수연유전(백종원st.),파슬리/말린것(건조),반찬,26344.860336657734
시금치커리라이스,"멥쌀, 백미, 생것",반찬,69325.87516857017
*불맛오리불고기,당근/껍질제거(깐것),반찬,24922.286964152172
*치즈감자빵(NO글루텐),떡(감자떡),후식,27295.441232129302
*치즈크러스트피자/갈릭딥핑소스,피자(조각피자)/냉동,후식,28155.034444593388
*제주감귤쥬스,주스(감귤주스),후식,27295.441232129302
*모둠야채피클,피클(모둠채소피클),반찬,16397.790179667103
*잔치국수,당근/껍질제거(깐것),밥,86849.57796636377
*오이양파무침,마늘/껍질제거(깐것),반찬,16698.62912732259
*수원왕갈비치킨,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*칼슘이온음료,혼합이온음료,후식,27295.441232129302
*야채계란찜,당근/껍질제거(깐것),반찬,24922.286964152172
*쭈꾸미치즈떡볶음,당근/껍질제거(깐것),반찬,24922.286964152172
*백김치,김치(백김치),김치,33211.84182294899
*쇠고기미역국,마늘/껍질제거(깐것),국,36281.48842031187
*돼지갈비엿장조림,당근/껍질제거(깐것),반찬,24922.286964152172
*블루베리치즈바게트,블루베리/냉동,후식,28155.034444593388
*삼색묵김가루무침,아몬드/조미한것,반찬,16397.790179667103
*가자미유린기,레몬,반찬,16866.58304678555
*청포도,포도(청포도)/외국산,후식,11171.084605102675
*미니우동,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*고깃집볶음밥,멥쌀(백미),밥,133715.50784673748
*닭강정(매콤/허니간장),땅콩/볶은것,반찬,16559.186847303496
*젤라또,아이스크림(젤라또),후식,25065.958718736496
*근대된장국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*보쌈/마늘소스,마늘/껍질제거(깐것),반찬,16698.62912732259
*고춧잎무말랭이무침,마늘/껍질제거(깐것),반찬,16698.62912732259
*김치비빔국수(반찬),"사과(부사, 후지)",반찬,16397.790179667103
*옥수수크림스프,분말(크림수프분말),국,37599.81763583613
*치즈돈까스&브라운S,당근/껍질제거(깐것),반찬,24922.286964152172
*마늘바게트,마늘바게트/반조리,후식,27295.441232129302
*트로피칼샐러드,레몬,반찬,16866.58304678555
*물만두,간장(양조간장),반찬,16945.85117008273
*블랙탕수육,"땅콩/간것(가루, 분말)",반찬,16397.790179667103
*한라봉쥬스,주스(한라봉주스),후식,27295.441232129302
*단호박찜/꿀소스,아몬드/조미한것,후식,27295.441232129302
*진미채고추장무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*훈제오리구이,양파/껍질제거(깐것),반찬,25176.290572047375
*케이준감자튀김/케첩,콩기름(대두유),후식,27777.748753207412
*상하이치킨버거,토마토,밥,73959.57056144191
*이온음료,이온음료,후식,27295.441232129302
*장미물만두국,당근/껍질제거(깐것),국,43775.22641848549
*삼치무조림,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*도라지오이생채,"도라지/껍질제거(깐것), 절단된것",반찬,17018.727068436594
*바람떡,"떡(개피떡, 바람떡)",후식,27329.469734390645
*건새우아욱된장국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*돈육김치볶음(후지),당근/껍질제거(깐것),반찬,24922.286964152172
*열무김치,김치(열무김치),김치,27581.623853143174
*딸기도넛,도넛(딸기도넛),후식,27295.441232129302
*지코바치밥,기능성찹쌀(칼슘강화),밥,79937.98189384612
*모짜핫도그/케첩,설탕(백설탕),후식,28295.126181832005
*샤인머스캣쥬스,유산균음료/청포도맛,후식,27295.441232129302
*옥수수밥,멥쌀(백미),밥,133715.50784673748
*몽글순두부짬뽕탕,양파/껍질제거(깐것),국,35869.748342188075
*네모감자햄볶음,감자/껍질제거(깐것),반찬,15625.396795187407
*어묵매운탕,마늘/껍질제거(깐것),국,36281.48842031187
*계란만두,당근/껍질제거(깐것),반찬,24922.286964152172
*닭봉깐풍구이,당근/껍질제거(깐것),반찬,24922.286964152172
*짜먹는요거트,발효유(짜먹는요구르트)/딸기맛,후식,41726.183624146004
*참치비빔밥/고추장,기능성찹쌀(칼슘강화),밥,79937.98189384612
*소세지페스츄리,올리브,후식,27295.441232129302
*미숫가루퐁크러쉬,강정(보리강정),후식,27295.441232129302
*조랭이떡국,당근/껍질제거(깐것),국,43775.22641848549
*돈육고추장불고기,당근/껍질제거(깐것),반찬,24922.286964152172
*베이컨감자전/초간장,감자/껍질제거(깐것),반찬,15625.396795187407
*파인애플볶음밥,멥쌀(백미),밥,133715.50784673748
*쌀국수,레몬,국,37401.93650597149
*열대과일샐러드,딸기/냉동,반찬,17257.383392131196
*짜조(새우+고구마),콩기름(대두유),후식,27777.748753207412
*깔라만시쥬스,에이드(깔라만시에이드),후식,27295.441232129302
*삼색잡곡밥,기능성기장(칼슘강화),밥,79988.395169427
*숙주게맛살무침,당근/껍질제거(깐것),반찬,24922.286964152172
*감자품은떡갈비,당근/껍질제거(깐것),반찬,24922.286964152172
*사과(부사),"사과(부사, 후지)/친환경",후식,34677.13686648993
*메밀고기전병,전병(메밀전병),후식,27295.441232129302
*두부쑥갓무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*아이스슈,아이스슈/커스터드맛,후식,27295.441232129302
*얼큰꽃게탕,당근/껍질제거(깐것),국,43775.22641848549
*마늘칩크리스피돈강정,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*매콤양념어묵꼬치,"땅콩/간것(가루, 분말)",반찬,16397.790179667103
*생크림요거트,발효유(호상요구르트)/가당,후식,44220.10583828549
*맑은미역국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*타코야끼,파(쪽파),후식,27295.441232129302
*초코바나나또띠아,바나나,후식,27295.441232129302
*곤드레나물밥/양념장,멥쌀(백미),밥,133715.50784673748
*콩나물파채무침,콩나물,반찬,16397.790179667103
*육전(언양식치즈)/부추초간장,부추/친환경,반찬,33165.73187218026
*수리취앙금떡,떡(수리취팥떡),후식,27295.441232129302
*배추된장국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*명엽채우엉조림,당근/껍질제거(깐것),반찬,24922.286964152172
*소세지프리타타,토마토(방울토마토(체리토마토))/친환경,후식,37862.66316802305
*숙성카레라이스,멥쌀(백미),밥,133715.50784673748
*부추미소된장국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*옥수수콘샐러드,양배추,반찬,16397.790179667103
*카츠산도,파슬리/말린것(건조),반찬,26344.860336657734
*딸기우유,우유(딸기우유),후식,27295.441232129302
*마파두부,당근/껍질제거(깐것),반찬,24922.286964152172
*LA돼지갈비구이,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*아이스크림(메로나),아이스크림/메론맛,후식,25065.958718736496
*불고기볶음우동,당근/껍질제거(깐것),밥,86849.57796636377
*닭튀김꼬치,콩기름(대두유),반찬,16880.09770074522
*햄프씨드밥,기능성멥쌀(황금쌀),밥,79709.69166727668
*츄러스,추로스(추로스(계피)),후식,27295.441232129302
*동태찌개,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*쌈무오절판,당근/세척한것,반찬,49773.44872828354
*삼색수제비국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*순대야채볶음,당근/껍질제거(깐것),반찬,24922.286964152172
*애호박전/초간장,부추/친환경,반찬,33165.73187218026
*수박,수박/친환경,후식,58383.890646360254
*마라탕,숙주나물/친환경,국,35856.07771093642
*모듬탕수육(완제),당근/껍질제거(깐것),반찬,24922.286964152172
*김치국,마늘/껍질제거(깐것),국,36281.48842031187
*에그타르트,에그타르트/생지,후식,26624.137951625715
*밤콩밥,기능성찹쌀(칼슘강화),밥,79937.98189384612
*생크림달콤과일샐러드,바나나,반찬,16397.790179667103
*멘치까스/숙주베이컨,양파/껍질제거(깐것),반찬,25176.290572047375
*나시고랭/계란후라이,멥쌀(백미),밥,133715.50784673748
*우동장국,마늘/껍질제거(깐것),국,36281.48842031187
*토마토비타민샐러드(오렌지드레,토마토,반찬,16525.3490447718
*크래미푸팟퐁커리,마늘,밥,91717.51733833081
*미역줄기야채볶음,당근/껍질제거(깐것),반찬,24922.286964152172
*감자그라탕,양파/껍질제거(깐것),반찬,25176.290572047375
*장조림버터비빔밥,멥쌀(백미),밥,133715.50784673748
*구슬떡볶이,당근/껍질제거(깐것),후식,34894.9940020333
*해쉬브라운/케첩,콩기름(대두유),후식,27777.748753207412
*돈등뼈감자탕,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
*시금치고추장무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*수제야채튀김/간장,깨(참깨),반찬,16577.23629846566
*꿀대구구이,레몬,반찬,16866.58304678555
*볶음김치,"마늘/껍질제거(깐것), 꼭지제거",김,29921.98263855304
*멸치견과류볶음,아몬드/조미한것,반찬,16397.790179667103
*옛날소시지전,부추,반찬,16397.790179667103
*떡꼬치/강정소스,"땅콩/간것(가루, 분말)",후식,27295.441232129302
*요구르트(65ml),발효유(액상요구르트)/가당,후식,42163.202343407545
*조갯살순두부찌개,마늘,국,55473.535196435994
*얼갈이장무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*모듬캠핑구이,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*냉메밀소바,무(왜무),국,38032.210820923436
*양배추샐러드/케첩+마요D,양배추,반찬,16397.790179667103
*뱅글소세지,핫도그(추로스핫도그)/냉동,반찬,17376.4656428731
*웨지감자튀김/케첩,콩기름(대두유),후식,27777.748753207412
*에그드랍,파슬리/말린것(건조),후식,37307.40104757046
*쿨피스(캔),탄산음료(파인애플소다),후식,27295.441232129302
*닭장각바베큐,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
*딸기생크림와플,딸기,후식,27295.441232129302
오곡영양찰밥,"멥쌀, 백미, 생것",밥,133715.50784673748
단호박죽,"찹쌀, 가루",국,190639.66530034452
오리불고기채소비빔밥,"멥쌀, 백미, 생것",밥,133715.50784673748
불고기피자,"피자, 슈퍼슈프림 피자, 냉동",후식,28155.034444593388
여유밥(자율),기능성멥쌀(쌀눈),밥,79709.69166727668
치커리사과겉절이,"사과(부사, 후지)",반찬,16397.790179667103
로제스파게티(고),토마토,밥,73959.57056144191
떡베이컨말이구이,떡꼬치떡,반찬,16397.790179667103
시험잘봐~간식PACK,떡(절편),후식,27295.441232129302
오리불고기채소비빔밥(고),기능성찹쌀(칼슘강화),밥,79937.98189384612
호두고구마맛탕,호두/말린것(건조),반찬,26344.860336657734
현미찹쌀밥(고),기능성찹쌀(칼슘강화),밥,79937.98189384612
미역국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
잔치잡채,당근/껍질제거(깐것),반찬,24922.286964152172
닭장각바베큐구이,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
생초콜렛(생일축하),초코볼,후식,27295.441232129302
초계국수,오이,밥,79709.69166727668
브리오슈햄버거,토마토,밥,73959.57056144191
김가루주먹밥,기능성찹쌀(칼슘강화),밥,79937.98189384612
눈꽃치즈떡볶이,당근/껍질제거(깐것),반찬,24922.286964152172
찹쌀밥(고),기능성멥쌀(쌀눈),밥,79709.69166727668
봄동겉절이,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
닭다리살오븐구이,토마토(대추방울토마토),반찬,16525.3490447718
딸기치즈케이크,케이크(딸기케이크),후식,24171.646090295915
한국식마라탕,양파/껍질제거(깐것),국,35869.748342188075
멸치꽈리고추조림,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
꿔바로우(레몬소스),탕수육(찹쌀탕수육),반찬,16397.790179667103
2색과일,"사과(부사, 후지)",후식,27295.441232129302
보리밥(고),기능성찹쌀(칼슘강화),밥,79937.98189384612
콩나물새콤무침,당근/껍질제거(깐것),반찬,24922.286964152172
생삼겹(캠핑)구이,포도(청포도(시들러스)),반찬,769.404177015691
흑미밥(고),기능성기장(칼슘강화),밥,79988.395169427
황태채무국(자율),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
미역가락국수오색무침,당근/껍질제거(깐것),반찬,24922.286964152172
수비드스테이크정식,토마토(대추방울토마토),반찬,16525.3490447718
얼려먹는야쿠르트(110ml),발효유(호상요구르트)/복숭아맛,후식,43565.81118371478
부르게스타(토마토살사),라임,후식,27295.441232129302
옥수수스프,당근/껍질제거(깐것),후식,34894.9940020333
투움바파스타,당근/껍질제거(깐것),밥,86849.57796636377
배라아이스크림,아이스크림(카카오아이스크림),후식,25065.958718736496
영양찰밥과단호박죽(자율),밤,국,37599.81763583613
황포묵무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
오리훈제채소불고기,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
버터치킨카레라이스,"기능성찹쌀(강황, 울금)",밥,79709.69166727668
구운가지채소샐러드,아몬드,반찬,16397.790179667103
콘치즈돈까스,유채씨유(카놀라유),반찬,15899.432817817793
발아현미밥(고),기능성기장(칼슘강화),밥,79988.395169427
제주돼지바베큐구이,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
식판에먹는옛날도시락,기능성찹쌀(칼슘철분강화),밥,79709.69166727668
도토리묵사발,당근/껍질제거(깐것),국,43775.22641848549
피자롤,피자(페퍼로니피자),후식,27295.441232129302
돼지감자탕(사골),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
오징어실채볶음,깨(참깨),반찬,16577.23629846566
새우살품은커틀렛(타르타르소스,양파/껍질제거(깐것),반찬,25176.290572047375
비타C젤리,과채주스(귤농축과즙),후식,27192.2901834496
옹심이수제비국,당근/껍질제거(깐것),국,43775.22641848549
불고기스테이크(파채),양파(적양파),반찬,11895.382785516169
들기름메밀국수,무(왜무),반찬,16830.183364754404
수육보쌈,"사과(부사, 후지)",반찬,16397.790179667103
차조밥(고),기능성기장(칼슘강화),밥,79988.395169427
그린샐러드(자율),아몬드/슬라이스,반찬,16397.790179667103
탄두리닭봉구이+치즈볼,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
(채식식단)오므라이스,기능성찹쌀(칼슘강화),밥,79937.98189384612
꿀치즈피자,아몬드/슬라이스,후식,27295.441232129302
감자튀김+비건마요네즈,마요네즈(유정란),후식,27295.441232129302
수박펀치,과채주스(귤농축과즙),후식,27192.2901834496
삼겹살김치볶음밥(고),기능성기장(칼슘강화),밥,79988.395169427
계란부추국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
불고기피자(오븐),피자(조각피자)/냉동,후식,28155.034444593388
카레우동,당근/껍질제거(깐것),밥,86849.57796636377
프라이드치킨,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
두유(초코/바나나맛선택),두유(칼슘강화두유),후식,27295.441232129302
짬뽕순두부국(짬순이),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
허니간장불고기,당근/껍질제거(깐것),반찬,24922.286964152172
수박롤케익,케이크(생크림케이크),후식,24171.646090295915
무미나리생채,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
메밀냉소바,무(왜무),국,38032.210820923436
멕시칸치킨타코,아보카도,후식,27295.441232129302
부대찌개(고),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
라면땅그린샐러드,아몬드/슬라이스,반찬,16397.790179667103
가자미살튀김(아몬드소스),아몬드,반찬,16397.790179667103
토마토샐러드(자율),토마토,반찬,16525.3490447718
뿌링클치즈볼,분말(허니버터맛분말),반찬,16397.790179667103
오징어브로컬리초무침,배,반찬,16397.790179667103
멘보샤+크림소스,유채씨유(카놀라유),간식,32710.15797396648
섞박지,김치(섞박지),김치,34157.2024565103
연근가라아게샐러드,레몬,후식,27348.17469255221
과일크로플(생크림),망고/조각낸것,후식,27295.441232129302
머위대된장들깨나물,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
사과요거트샐러드,"사과(부사, 후지)",후식,27295.441232129302
달콘치킨,옥수수(찰옥수수),반찬,16397.790179667103
곤드레나물밥/간장양념장(건강식,기능성찹쌀(칼슘강화),밥,79937.98189384612
콩나물냉국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
구운채소샐러드,"사과(부사, 후지)",후식,27295.441232129302
수제폭찹,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
아이스롤케이크(우리밀),케이크(롤케이크),후식,24171.646090295915
돼지불고기+파채,당근/껍질제거(깐것),반찬,24922.286964152172
뿌링소떡소떡,분말(양념분말)/치즈맛,후식,27295.441232129302
치킨가라아게덮밥,기능성찹쌀(칼슘강화),밥,79937.98189384612
상추쌈(쌈장),상추,반찬,16397.790179667103
경양식크림스프,월계수잎,국,37599.81763583613
왕토마토스파게티,토마토,밥,73959.57056144191
야채피클,피클(청과),반찬,16397.790179667103
배추겉절이생채,배,김치,33407.09629023027
콩나물,"마늘, 깐마늘, 생것",반찬,33614.545313458046
김치국(돼지고기),두부,국,37605.33980222265
감자탕(돼지뼈국물),"감자, 대지, 생것",국,35831.21134461793
된장국(단배추),"마늘, 깐마늘, 생것",국,55473.535196435994
오징어풋마늘무침,"설탕, 백설탕",반찬,16724.96239664548
된장국(팽이),두부,국,37605.33980222265
한방닭곰탕,밤,국,37599.81763583613
양상추유자드레싱,"사과(부사, 후지)",후식,27295.441232129302
애호박새우볶음,양파,반찬,11895.382785516169
표고채소볶음,당근,반찬,24604.037077778852
유산균녹차김,김(구운김)/조미한것,반찬,15956.50129845893
