SE_ID,SC_GRAD_VLUE,NGST_QY
82,설렁탕,145
83,돈육달걀장조림,108
84,고추장멸치볶음,91
85,석박지,33
86,모닝빵샌드위치,178
87,귀리쌀밥,205
88,설렁탕,217
89,돈육달걀장조림,135
90,고추장멸치볶음,54
91,석박지,41
92,모닝빵샌드위치,178
93,귀리쌀밥,205
94,설렁탕,362
95,돈육달걀장조림,135
96,고추장멸치볶음,18
97,석박지,16
98,모닝빵샌드위치,178
99,귀리쌀밥,205
100,설렁탕,362
101,돈육달걀장조림,54
102,고추장멸치볶음,0
103,모닝빵샌드위치,178
104,귀리쌀밥,123
105,설렁탕,290
106,돈육달걀장조림,81
107,고추장멸치볶음,0
108,모닝빵샌드위치,178
109,귀리쌀밥,205
110,설렁탕,362
111,돈육달걀장조림,135
112,고추장멸치볶음,91
113,석박지,41
114,모닝빵샌드위치,178
115,귀리쌀밥,123
116,설렁탕,217
117,돈육달걀장조림,135
118,고추장멸치볶음,91
119,석박지,33
120,모닝빵샌드위치,178
121,귀리쌀밥,123
122,설렁탕,217
123,돈육달걀장조림,54
124,고추장멸치볶음,0
125,모닝빵샌드위치,71
126,귀리쌀밥,205
127,설렁탕,253
128,돈육달걀장조림,135
129,고추장멸치볶음,73
130,모닝빵샌드위치,178
131,귀리쌀밥,164
132,설렁탕,217
133,돈육달걀장조림,135
134,고추장멸치볶음,0
135,모닝빵샌드위치,178
136,귀리쌀밥,205
137,설렁탕,362
138,돈육달걀장조림,135
139,고추장멸치볶음,0
140,석박지,16
141,모닝빵샌드위치,178
142,귀리쌀밥,164
143,설렁탕,362
144,돈육달걀장조림,54
145,모닝빵샌드위치,178
146,귀리쌀밥,82
147,설렁탕,253
148,돈육달걀장조림,135
149,고추장멸치볶음,0
150,모닝빵샌드위치,178
151,귀리쌀밥,205
152,설렁탕,290
153,돈육달걀장조림,135
154,고추장멸치볶음,91
155,석박지,41
156,모닝빵샌드위치,178
157,귀리쌀밥,205
158,설렁탕,217
159,돈육달걀장조림,135
160,고추장멸치볶음,54
161,석박지,16
162,모닝빵샌드위치,0
163,귀리쌀밥,82
164,설렁탕,217
165,돈육달걀장조림,0
166,고추장멸치볶음,0
167,모닝빵샌드위치,0
168,귀리쌀밥,164
169,설렁탕,290
170,돈육달걀장조림,135
171,고추장멸치볶음,0
172,석박지,16
173,모닝빵샌드위치,178
174,귀리쌀밥,164
175,설렁탕,217
176,돈육달걀장조림,27
177,고추장멸치볶음,0
178,모닝빵샌드위치,35
179,귀리쌀밥,205
180,설렁탕,217
181,돈육달걀장조림,27
182,고추장멸치볶음,0
183,모닝빵샌드위치,0
184,귀리쌀밥,164
185,설렁탕,253
186,돈육달걀장조림,27
187,고추장멸치볶음,0
188,석박지,33
189,모닝빵샌드위치,0
190,귀리쌀밥,205
191,설렁탕,362
192,돈육달걀장조림,135
193,고추장멸치볶음,0
194,모닝빵샌드위치,35
195,귀리쌀밥,123
196,설렁탕,290
197,돈육달걀장조림,27
198,고추장멸치볶음,91
199,모닝빵샌드위치,178
200,귀리쌀밥,205
201,설렁탕,362
202,돈육달걀장조림,54
203,고추장멸치볶음,0
204,석박지,33
205,모닝빵샌드위치,107
206,귀리쌀밥,164
207,설렁탕,290
208,돈육달걀장조림,135
209,고추장멸치볶음,73
210,모닝빵샌드위치,143
211,귀리쌀밥,205
212,설렁탕,362
213,돈육달걀장조림,135
214,고추장멸치볶음,0
215,모닝빵샌드위치,178
216,귀리쌀밥,205
217,설렁탕,362
218,돈육달걀장조림,135
219,고추장멸치볶음,0
220,모닝빵샌드위치,178
221,귀리쌀밥,164
222,설렁탕,290
223,돈육달걀장조림,135
224,고추장멸치볶음,0
225,모닝빵샌드위치,178
226,귀리쌀밥,164
227,설렁탕,145
228,돈육달걀장조림,108
229,고추장멸치볶음,54
230,모닝빵샌드위치,178
231,귀리쌀밥,164
232,설렁탕,0
233,돈육달걀장조림,27
234,고추장멸치볶음,0
235,모닝빵샌드위치,71
236,귀리쌀밥,164
237,설렁탕,362
238,돈육달걀장조림,135
239,고추장멸치볶음,0
240,모닝빵샌드위치,35
241,귀리쌀밥,205
242,설렁탕,362
243,돈육달걀장조림,135
244,고추장멸치볶음,91
245,모닝빵샌드위치,107
246,귀리쌀밥,205
247,설렁탕,217
248,돈육달걀장조림,81
249,고추장멸치볶음,18
250,모닝빵샌드위치,35
251,귀리쌀밥,205
252,설렁탕,362
253,돈육달걀장조림,135
254,고추장멸치볶음,73
255,석박지,41
256,모닝빵샌드위치,178
257,귀리쌀밥,205
258,설렁탕,362
259,돈육달걀장조림,135
260,고추장멸치볶음,73
261,석박지,24
262,모닝빵샌드위치,107
263,귀리쌀밥,205
264,설렁탕,362
265,돈육달걀장조림,54
266,고추장멸치볶음,0
267,석박지,16
268,모닝빵샌드위치,178
269,귀리쌀밥,205
270,설렁탕,362
271,돈육달걀장조림,108
272,고추장멸치볶음,0
273,석박지,16
274,모닝빵샌드위치,178
275,귀리쌀밥,205
276,설렁탕,290
277,돈육달걀장조림,108
278,고추장멸치볶음,36
279,모닝빵샌드위치,178
280,귀리쌀밥,205
281,설렁탕,362
282,돈육달걀장조림,135
283,고추장멸치볶음,91
284,모닝빵샌드위치,178
285,귀리쌀밥,205
286,설렁탕,362
287,돈육달걀장조림,135
288,고추장멸치볶음,91
289,석박지,33
290,모닝빵샌드위치,178
291,귀리쌀밥,164
292,설렁탕,290
293,돈육달걀장조림,135
294,고추장멸치볶음,36
295,석박지,24
296,모닝빵샌드위치,178
297,귀리쌀밥,164
298,설렁탕,362
299,돈육달걀장조림,135
300,고추장멸치볶음,0
301,모닝빵샌드위치,178
302,귀리쌀밥,123
303,설렁탕,145
304,돈육달걀장조림,135
305,고추장멸치볶음,54
306,모닝빵샌드위치,178
307,귀리쌀밥,205
308,설렁탕,145
309,고추장멸치볶음,91
310,모닝빵샌드위치,107
311,귀리쌀밥,205
312,설렁탕,217
313,돈육달걀장조림,94
314,고추장멸치볶음,0
315,모닝빵샌드위치,178
316,귀리쌀밥,205
317,설렁탕,362
318,돈육달걀장조림,135
319,고추장멸치볶음,0
320,모닝빵샌드위치,107
321,귀리쌀밥,164
322,설렁탕,362
323,돈육달걀장조림,108
324,고추장멸치볶음,0
325,석박지,8
326,모닝빵샌드위치,178
327,설렁탕,145
328,고추장멸치볶음,0
329,모닝빵샌드위치,357
330,귀리쌀밥,164
331,설렁탕,362
332,돈육달걀장조림,135
333,고추장멸치볶음,0
334,석박지,41
335,모닝빵샌드위치,178
336,귀리쌀밥,41
337,설렁탕,0
338,돈육달걀장조림,135
339,고추장멸치볶음,0
340,석박지,0
341,모닝빵샌드위치,178
342,귀리쌀밥,205
343,설렁탕,290
344,돈육달걀장조림,54
345,고추장멸치볶음,0
346,석박지,41
347,모닝빵샌드위치,178
348,귀리쌀밥,205
349,설렁탕,290
350,돈육달걀장조림,135
351,고추장멸치볶음,73
352,모닝빵샌드위치,178
353,귀리쌀밥,205
354,설렁탕,362
355,돈육달걀장조림,135
356,고추장멸치볶음,91
357,모닝빵샌드위치,178
358,귀리쌀밥,205
359,설렁탕,362
360,돈육달걀장조림,135
361,고추장멸치볶음,91
362,모닝빵샌드위치,178
363,귀리쌀밥,143
364,설렁탕,181
365,돈육달걀장조림,135
366,고추장멸치볶음,0
367,모닝빵샌드위치,0
368,귀리쌀밥,205
369,설렁탕,290
370,돈육달걀장조림,135
371,고추장멸치볶음,0
372,모닝빵샌드위치,0
373,귀리쌀밥,205
374,설렁탕,217
375,돈육달걀장조림,135
376,고추장멸치볶음,0
377,모닝빵샌드위치,178
378,귀리쌀밥,123
379,설렁탕,362
380,돈육달걀장조림,108
381,고추장멸치볶음,18
382,모닝빵샌드위치,107
383,귀리쌀밥,20
384,설렁탕,145
385,돈육달걀장조림,108
386,귀리쌀밥,164
387,설렁탕,362
388,돈육달걀장조림,135
389,고추장멸치볶음,91
390,모닝빵샌드위치,178
391,귀리쌀밥,205
392,설렁탕,362
393,돈육달걀장조림,135
394,고추장멸치볶음,91
395,석박지,41
396,모닝빵샌드위치,178
397,귀리쌀밥,205
398,설렁탕,362
399,돈육달걀장조림,135
400,고추장멸치볶음,91
401,모닝빵샌드위치,0
402,귀리쌀밥,205
403,설렁탕,145
404,돈육달걀장조림,135
405,고추장멸치볶음,91
406,모닝빵샌드위치,107
407,귀리쌀밥,164
408,설렁탕,290
409,돈육달걀장조림,135
410,고추장멸치볶음,91
411,모닝빵샌드위치,178
412,귀리쌀밥,205
413,설렁탕,290
414,돈육달걀장조림,135
415,고추장멸치볶음,0
416,모닝빵샌드위치,178
417,귀리쌀밥,82
418,설렁탕,362
419,돈육달걀장조림,108
420,고추장멸치볶음,0
421,석박지,33
422,모닝빵샌드위치,178
423,귀리쌀밥,205
424,설렁탕,362
425,돈육달걀장조림,135
426,고추장멸치볶음,54
427,모닝빵샌드위치,178
428,귀리쌀밥,123
429,설렁탕,217
430,돈육달걀장조림,135
431,고추장멸치볶음,0
432,석박지,33
433,모닝빵샌드위치,178
434,귀리쌀밥,41
435,설렁탕,145
436,돈육달걀장조림,0
437,고추장멸치볶음,73
438,모닝빵샌드위치,178
439,귀리쌀밥,82
440,설렁탕,145
441,돈육달걀장조림,135
442,고추장멸치볶음,73
443,모닝빵샌드위치,0
444,귀리쌀밥,123
445,설렁탕,290
446,돈육달걀장조림,135
447,고추장멸치볶음,0
448,모닝빵샌드위치,0
449,귀리쌀밥,205
450,설렁탕,362
451,돈육달걀장조림,135
452,고추장멸치볶음,0
453,석박지,33
454,모닝빵샌드위치,143
455,귀리쌀밥,205
456,설렁탕,362
457,돈육달걀장조림,135
458,석박지,8
459,모닝빵샌드위치,178
460,귀리쌀밥,164
461,설렁탕,290
462,돈육달걀장조림,135
463,고추장멸치볶음,91
464,모닝빵샌드위치,178
465,귀리쌀밥,164
466,설렁탕,362
467,돈육달걀장조림,135
468,고추장멸치볶음,91
469,석박지,41
470,모닝빵샌드위치,143
471,귀리쌀밥,164
472,설렁탕,290
473,돈육달걀장조림,135
474,석박지,16
475,모닝빵샌드위치,178
476,귀리쌀밥,123
477,설렁탕,290
478,돈육달걀장조림,135
479,고추장멸치볶음,0
480,석박지,0
481,모닝빵샌드위치,71
482,귀리쌀밥,205
483,설렁탕,362
484,돈육달걀장조림,135
485,고추장멸치볶음,0
486,석박지,41
487,모닝빵샌드위치,178
488,귀리쌀밥,82
489,설렁탕,290
490,돈육달걀장조림,135
491,고추장멸치볶음,0
492,모닝빵샌드위치,178
493,귀리쌀밥,164
494,설렁탕,217
495,돈육달걀장조림,135
496,고추장멸치볶음,73
497,모닝빵샌드위치,0
498,귀리쌀밥,82
499,설렁탕,145
500,돈육달걀장조림,54
501,고추장멸치볶음,0
502,모닝빵샌드위치,178
503,귀리쌀밥,205
504,설렁탕,145
505,돈육달걀장조림,135
506,고추장멸치볶음,91
507,모닝빵샌드위치,178
508,귀리쌀밥,82
509,설렁탕,145
510,돈육달걀장조림,108
511,고추장멸치볶음,18
512,모닝빵샌드위치,178
513,귀리쌀밥,205
514,설렁탕,362
515,돈육달걀장조림,81
516,고추장멸치볶음,0
517,모닝빵샌드위치,178
518,귀리쌀밥,205
519,설렁탕,217
520,돈육달걀장조림,135
521,고추장멸치볶음,91
522,모닝빵샌드위치,178
523,귀리쌀밥,164
524,설렁탕,145
525,돈육달걀장조림,108
526,고추장멸치볶음,0
527,모닝빵샌드위치,178
528,귀리쌀밥,205
529,설렁탕,217
530,돈육달걀장조림,135
531,고추장멸치볶음,0
532,석박지,41
533,모닝빵샌드위치,0
534,귀리쌀밥,123
535,설렁탕,290
536,돈육달걀장조림,54
537,고추장멸치볶음,18
538,석박지,24
539,모닝빵샌드위치,178
540,귀리쌀밥,0
541,설렁탕,217
542,돈육달걀장조림,27
543,고추장멸치볶음,0
544,모닝빵샌드위치,178
545,귀리쌀밥,143
546,설렁탕,145
547,돈육달걀장조림,94
548,고추장멸치볶음,0
549,모닝빵샌드위치,178
550,귀리쌀밥,0
551,설렁탕,145
552,돈육달걀장조림,54
553,고추장멸치볶음,0
554,모닝빵샌드위치,178
555,귀리쌀밥,82
556,설렁탕,253
557,돈육달걀장조림,54
558,고추장멸치볶음,0
559,석박지,8
560,모닝빵샌드위치,178
561,귀리쌀밥,205
562,설렁탕,362
563,돈육달걀장조림,135
564,고추장멸치볶음,91
565,모닝빵샌드위치,178
566,귀리쌀밥,143
567,설렁탕,217
568,돈육달걀장조림,135
569,고추장멸치볶음,0
570,모닝빵샌드위치,71
571,귀리쌀밥,123
572,설렁탕,72
573,돈육달걀장조림,108
574,고추장멸치볶음,0
575,모닝빵샌드위치,178
576,귀리쌀밥,164
577,설렁탕,217
578,돈육달걀장조림,135
579,고추장멸치볶음,91
580,모닝빵샌드위치,178
581,귀리쌀밥,205
582,설렁탕,290
583,돈육달걀장조림,108
584,모닝빵샌드위치,178
585,귀리쌀밥,41
586,설렁탕,290
587,돈육달걀장조림,135
588,고추장멸치볶음,0
589,모닝빵샌드위치,178
590,귀리쌀밥,41
591,설렁탕,181
592,돈육달걀장조림,67
593,고추장멸치볶음,0
594,모닝빵샌드위치,178
595,귀리쌀밥,41
596,설렁탕,0
597,돈육달걀장조림,108
598,고추장멸치볶음,0
599,모닝빵샌드위치,143
600,귀리쌀밥,123
601,설렁탕,145
602,돈육달걀장조림,108
603,고추장멸치볶음,0
604,석박지,0
605,모닝빵샌드위치,71
606,귀리쌀밥,123
607,설렁탕,362
608,돈육달걀장조림,135
609,고추장멸치볶음,91
610,석박지,41
611,모닝빵샌드위치,71
612,귀리쌀밥,205
613,설렁탕,362
614,돈육달걀장조림,135
615,고추장멸치볶음,91
616,석박지,24
617,모닝빵샌드위치,178
618,귀리쌀밥,123
619,설렁탕,290
620,돈육달걀장조림,108
621,고추장멸치볶음,0
622,석박지,41
623,모닝빵샌드위치,178
624,귀리쌀밥,102
625,설렁탕,290
626,돈육달걀장조림,135
627,고추장멸치볶음,18
628,모닝빵샌드위치,0
629,귀리쌀밥,205
630,설렁탕,362
631,돈육달걀장조림,135
632,고추장멸치볶음,36
633,모닝빵샌드위치,0
634,귀리쌀밥,184
635,설렁탕,290
636,돈육달걀장조림,135
637,고추장멸치볶음,0
638,석박지,41
639,모닝빵샌드위치,178
640,귀리쌀밥,205
641,설렁탕,362
642,돈육달걀장조림,135
643,고추장멸치볶음,0
644,모닝빵샌드위치,178
645,설렁탕,217
646,돈육달걀장조림,27
647,고추장멸치볶음,0
648,석박지,8
649,모닝빵샌드위치,178
650,귀리쌀밥,0
651,설렁탕,72
652,돈육달걀장조림,94
653,고추장멸치볶음,0
654,모닝빵샌드위치,178
655,귀리쌀밥,205
656,설렁탕,362
657,돈육달걀장조림,135
658,고추장멸치볶음,0
659,석박지,24
660,모닝빵샌드위치,178
661,귀리쌀밥,123
662,설렁탕,290
663,돈육달걀장조림,135
664,고추장멸치볶음,36
665,석박지,41
666,모닝빵샌드위치,178
667,귀리쌀밥,205
668,설렁탕,290
669,돈육달걀장조림,135
670,고추장멸치볶음,91
671,모닝빵샌드위치,178
672,귀리쌀밥,82
673,설렁탕,217
674,돈육달걀장조림,81
675,고추장멸치볶음,36
676,석박지,41
677,모닝빵샌드위치,178
678,귀리쌀밥,164
679,설렁탕,217
680,돈육달걀장조림,135
681,고추장멸치볶음,91
682,모닝빵샌드위치,178
683,귀리쌀밥,82
684,설렁탕,145
685,돈육달걀장조림,81
686,고추장멸치볶음,0
687,석박지,16
688,모닝빵샌드위치,0
689,귀리쌀밥,164
690,설렁탕,362
691,돈육달걀장조림,135
692,고추장멸치볶음,0
693,모닝빵샌드위치,178
694,귀리쌀밥,61
695,설렁탕,290
696,돈육달걀장조림,135
697,고추장멸치볶음,0
698,모닝빵샌드위치,0
699,귀리쌀밥,205
700,설렁탕,362
701,돈육달걀장조림,135
702,고추장멸치볶음,0
703,모닝빵샌드위치,178
704,귀리쌀밥,0
705,설렁탕,217
706,돈육달걀장조림,108
707,고추장멸치볶음,0
708,모닝빵샌드위치,0
709,귀리쌀밥,164
710,설렁탕,290
711,돈육달걀장조림,135
712,고추장멸치볶음,0
713,석박지,24
714,모닝빵샌드위치,107
715,귀리쌀밥,164
716,설렁탕,362
717,돈육달걀장조림,135
718,고추장멸치볶음,91
719,모닝빵샌드위치,178
720,귀리쌀밥,123
721,설렁탕,362
722,돈육달걀장조림,81
723,고추장멸치볶음,0
724,모닝빵샌드위치,178
725,귀리쌀밥,205
726,설렁탕,362
727,돈육달걀장조림,108
728,고추장멸치볶음,36
729,석박지,41
730,모닝빵샌드위치,143
731,귀리쌀밥,205
732,설렁탕,362
733,돈육달걀장조림,135
734,고추장멸치볶음,0
735,석박지,33
736,모닝빵샌드위치,178
737,귀리쌀밥,123
738,설렁탕,290
739,돈육달걀장조림,81
740,고추장멸치볶음,18
741,모닝빵샌드위치,0
742,귀리쌀밥,205
743,설렁탕,362
744,돈육달걀장조림,135
745,고추장멸치볶음,73
746,석박지,24
747,모닝빵샌드위치,178
748,귀리쌀밥,82
749,설렁탕,217
750,돈육달걀장조림,54
751,고추장멸치볶음,0
752,모닝빵샌드위치,178
753,귀리쌀밥,164
754,설렁탕,145
755,돈육달걀장조림,108
756,고추장멸치볶음,54
757,모닝빵샌드위치,178
758,귀리쌀밥,0
759,설렁탕,290
760,돈육달걀장조림,108
761,고추장멸치볶음,18
762,모닝빵샌드위치,178
763,귀리쌀밥,205
764,설렁탕,362
765,돈육달걀장조림,135
766,고추장멸치볶음,91
767,석박지,41
768,모닝빵샌드위치,178
769,귀리쌀밥,164
770,설렁탕,290
771,돈육달걀장조림,81
772,고추장멸치볶음,0
773,모닝빵샌드위치,178
774,귀리쌀밥,205
775,설렁탕,290
776,돈육달걀장조림,108
777,고추장멸치볶음,91
778,석박지,16
779,모닝빵샌드위치,178
780,귀리쌀밥,205
781,설렁탕,362
782,돈육달걀장조림,135
783,고추장멸치볶음,18
784,석박지,41
785,모닝빵샌드위치,178
786,귀리쌀밥,123
787,설렁탕,217
788,돈육달걀장조림,135
789,석박지,41
790,모닝빵샌드위치,178
791,귀리쌀밥,205
792,설렁탕,362
793,돈육달걀장조림,135
794,고추장멸치볶음,73
795,모닝빵샌드위치,178
796,귀리쌀밥,205
797,설렁탕,217
798,돈육달걀장조림,135
799,고추장멸치볶음,0
800,모닝빵샌드위치,178
801,귀리쌀밥,123
802,설렁탕,362
803,돈육달걀장조림,108
804,고추장멸치볶음,0
805,모닝빵샌드위치,178
806,귀리쌀밥,205
807,설렁탕,362
808,돈육달걀장조림,135
809,고추장멸치볶음,91
810,모닝빵샌드위치,178
811,귀리쌀밥,205
812,설렁탕,362
813,돈육달걀장조림,81
814,고추장멸치볶음,91
815,석박지,41
816,모닝빵샌드위치,178
817,귀리쌀밥,82
818,설렁탕,217
819,돈육달걀장조림,108
820,고추장멸치볶음,91
821,석박지,24
822,모닝빵샌드위치,178
823,귀리쌀밥,164
824,설렁탕,145
825,돈육달걀장조림,81
826,고추장멸치볶음,0
827,모닝빵샌드위치,107
828,귀리쌀밥,82
829,설렁탕,290
830,돈육달걀장조림,108
831,고추장멸치볶음,0
832,모닝빵샌드위치,178
833,귀리쌀밥,164
834,설렁탕,290
835,돈육달걀장조림,135
836,고추장멸치볶음,18
837,모닝빵샌드위치,107
838,귀리쌀밥,164
839,설렁탕,217
840,돈육달걀장조림,54
841,고추장멸치볶음,91
842,모닝빵샌드위치,178
843,귀리쌀밥,205
844,설렁탕,145
845,돈육달걀장조림,135
846,고추장멸치볶음,91
847,석박지,41
848,모닝빵샌드위치,178
849,귀리쌀밥,164
850,설렁탕,362
851,돈육달걀장조림,135
852,고추장멸치볶음,91
853,석박지,16
854,모닝빵샌드위치,178
855,귀리쌀밥,102
856,설렁탕,290
857,돈육달걀장조림,135
858,고추장멸치볶음,0
859,석박지,24
860,모닝빵샌드위치,178
861,귀리쌀밥,164
862,설렁탕,217
863,돈육달걀장조림,108
864,고추장멸치볶음,91
865,석박지,33
866,모닝빵샌드위치,178
867,귀리쌀밥,205
868,설렁탕,290
869,돈육달걀장조림,135
870,고추장멸치볶음,0
871,모닝빵샌드위치,178
872,귀리쌀밥,164
873,설렁탕,290
874,돈육달걀장조림,135
875,고추장멸치볶음,0
876,모닝빵샌드위치,143
877,귀리쌀밥,164
878,설렁탕,217
879,돈육달걀장조림,54
880,고추장멸치볶음,0
881,모닝빵샌드위치,178
882,귀리쌀밥,41
883,설렁탕,290
884,돈육달걀장조림,27
885,고추장멸치볶음,0
886,모닝빵샌드위치,178
887,귀리쌀밥,205
888,설렁탕,290
889,돈육달걀장조림,135
890,고추장멸치볶음,0
891,모닝빵샌드위치,178
892,귀리쌀밥,205
893,설렁탕,217
894,돈육달걀장조림,135
895,고추장멸치볶음,36
896,모닝빵샌드위치,71
897,귀리쌀밥,205
898,설렁탕,217
899,돈육달걀장조림,81
900,고추장멸치볶음,18
901,모닝빵샌드위치,178
902,귀리쌀밥,123
903,설렁탕,290
904,돈육달걀장조림,81
905,고추장멸치볶음,36
906,석박지,33
907,모닝빵샌드위치,178
908,귀리쌀밥,164
909,설렁탕,362
910,돈육달걀장조림,108
911,고추장멸치볶음,91
912,석박지,33
913,모닝빵샌드위치,178
914,귀리쌀밥,205
915,설렁탕,362
916,돈육달걀장조림,135
917,고추장멸치볶음,91
918,석박지,24
919,모닝빵샌드위치,0
920,귀리쌀밥,164
921,설렁탕,217
922,돈육달걀장조림,135
923,고추장멸치볶음,0
924,모닝빵샌드위치,178
925,귀리쌀밥,205
926,설렁탕,290
927,돈육달걀장조림,108
928,고추장멸치볶음,91
929,모닝빵샌드위치,178
930,귀리쌀밥,82
931,설렁탕,145
932,돈육달걀장조림,108
933,고추장멸치볶음,0
934,모닝빵샌드위치,178
935,귀리쌀밥,205
936,설렁탕,290
937,돈육달걀장조림,108
938,고추장멸치볶음,0
939,모닝빵샌드위치,0
940,귀리쌀밥,205
941,설렁탕,362
942,돈육달걀장조림,135
943,고추장멸치볶음,0
944,모닝빵샌드위치,178
945,귀리쌀밥,123
946,설렁탕,290
947,돈육달걀장조림,135
948,고추장멸치볶음,0
949,모닝빵샌드위치,178
950,귀리쌀밥,205
951,설렁탕,362
952,돈육달걀장조림,135
953,모닝빵샌드위치,0
954,귀리쌀밥,205
955,설렁탕,290
956,돈육달걀장조림,135
957,고추장멸치볶음,0
958,모닝빵샌드위치,143
959,귀리쌀밥,102
960,설렁탕,290
961,돈육달걀장조림,94
962,고추장멸치볶음,0
963,모닝빵샌드위치,143
964,귀리쌀밥,82
965,설렁탕,290
966,돈육달걀장조림,108
967,고추장멸치볶음,0
968,석박지,24
969,모닝빵샌드위치,178
970,귀리쌀밥,164
971,설렁탕,72
972,돈육달걀장조림,135
973,고추장멸치볶음,0
974,석박지,33
975,모닝빵샌드위치,178
976,귀리쌀밥,123
977,설렁탕,0
978,돈육달걀장조림,135
979,고추장멸치볶음,18
980,모닝빵샌드위치,0
981,귀리쌀밥,205
982,설렁탕,217
983,돈육달걀장조림,135
984,고추장멸치볶음,0
985,모닝빵샌드위치,71
986,귀리쌀밥,205
987,설렁탕,72
988,돈육달걀장조림,135
989,고추장멸치볶음,0
990,모닝빵샌드위치,178
991,귀리쌀밥,164
992,설렁탕,290
993,돈육달걀장조림,108
994,고추장멸치볶음,36
995,석박지,41
996,모닝빵샌드위치,178
997,귀리쌀밥,205
998,설렁탕,362
999,돈육달걀장조림,135
1000,고추장멸치볶음,91
1001,모닝빵샌드위치,107
1002,귀리쌀밥,205
1003,설렁탕,217
1004,돈육달걀장조림,108
1005,고추장멸치볶음,36
1006,모닝빵샌드위치,178
1007,귀리쌀밥,164
1008,설렁탕,217
1009,돈육달걀장조림,135
1010,고추장멸치볶음,73
1011,석박지,33
1012,모닝빵샌드위치,0
1013,귀리쌀밥,164
1014,설렁탕,362
1015,돈육달걀장조림,135
1016,고추장멸치볶음,91
1017,석박지,33
1018,모닝빵샌드위치,178
1019,귀리쌀밥,164
1020,설렁탕,362
1021,돈육달걀장조림,135
1022,고추장멸치볶음,91
1023,모닝빵샌드위치,107
1024,귀리쌀밥,205
1025,설렁탕,362
1026,돈육달걀장조림,135
1027,고추장멸치볶음,91
1028,모닝빵샌드위치,178
1029,귀리쌀밥,164
1030,설렁탕,290
1031,돈육달걀장조림,108
1032,고추장멸치볶음,36
1033,모닝빵샌드위치,178
1034,귀리쌀밥,164
1035,설렁탕,290
1036,돈육달걀장조림,135
1037,고추장멸치볶음,73
1038,석박지,41
1039,모닝빵샌드위치,178
1040,귀리쌀밥,205
1041,설렁탕,362
1042,돈육달걀장조림,135
1043,고추장멸치볶음,0
1044,모닝빵샌드위치,0
1045,귀리쌀밥,205
1046,설렁탕,362
1047,돈육달걀장조림,135
1048,고추장멸치볶음,0
1049,모닝빵샌드위치,178
1050,귀리쌀밥,123
1051,설렁탕,290
1052,돈육달걀장조림,108
1053,고추장멸치볶음,0
1054,모닝빵샌드위치,178
1055,귀리쌀밥,123
1056,설렁탕,290
1057,돈육달걀장조림,108
1058,고추장멸치볶음,0
1059,석박지,33
1060,모닝빵샌드위치,35
1061,귀리쌀밥,61
1062,설렁탕,217
1063,돈육달걀장조림,54
1064,고추장멸치볶음,0
1065,모닝빵샌드위치,107
1066,귀리쌀밥,164
1067,설렁탕,362
1068,돈육달걀장조림,135
1069,고추장멸치볶음,91
1070,석박지,16
1071,모닝빵샌드위치,178
1072,귀리쌀밥,164
1073,설렁탕,217
1074,돈육달걀장조림,108
1075,고추장멸치볶음,0
1076,모닝빵샌드위치,178
1077,귀리쌀밥,164
1078,설렁탕,290
1079,돈육달걀장조림,135
