FOOD_NM,INGREDIENT
삼치데리야끼강정,삼치
새우애호박나물,당근
치커리무침,치커리
추어탕,무시래기/삶은것
쇠고기달걀장조림,달걀(전란)/껍질제거(깐것)
올방개묵무침,파(쪽파)/껍질제거(깐것)
건강멸치볶음,혼합멸치
야채계란찜,당근
감자크로켓,토마토케첩
찰현미밥,멥쌀(백미)/친환경
골뱅이소면무침,당근
오징어볼튀김,양파/국산
샐러드김밥,멥쌀(백미)/친환경
모듬떡볶이,당근
쥬스,과즙음료(파인애플)
족발냉채,마늘/국산
토핑다크초코,발효유(호상요구르트)/무가당
계란후라이,달걀
치즈스틱,콩기름(대두유)
콩나물해물찜,마늘/국산
맛김,김(맛김)/친환경
오리훈제부추볶음,당근
초코롤데니쉬,페이스트리(페이스트리)
느타리쑥갓무침,마늘/국산
조각피자,피자(콤비네이션피자)
닭윙튀김,마늘/국산
메추리알꽈리고추조림,마늘/국산
숙주베이컨볶음,마늘/국산
도너츠,도넛(링도넛)
닭다리감자조림,마늘/국산
소고기당면볶음,마늘
새송이버섯전,당근
야채계란말이,당근
깐소새우,마늘/국산
카레여왕,멥쌀(백미)/친환경
포테이토스킨,양파/국산
복숭아,복숭아황도통조림
스팸마요덮밥,멥쌀(백미)/친환경
건새우미역국,마늘/국산
감자튀김,콩기름(대두유)
쥬스,주스(골든사과주스)
등갈비구이,마늘/국산
나시고랭볶음밥,멥쌀(백미)/친환경
감자튀김,콩기름(대두유)
크루통샐러드,양상추/일반
배추나물,당근
대패삼겹살콩나물볶음,마늘/국산
도너츠,도넛/생지
오이상추겉절이,마늘/국산
장미꽃만두,군만두(채소군만두)
감자짜글이,마늘/국산
치킨크레페,양배추
팽이버섯전,당근/국산
막국수,마늘
한우갈비구이,배
쥬스,주스(오렌지주스)/무가당
새우살애호박볶음,마늘/국산
소세지콩나물찜,마늘/국산
김치어묵국,마늘/국산
언양식불고기/상추쌈,상추
쁘띠첼,짜먹는젤리음료(포도)
돈등뼈감자탕,마늘/국산
쇠고기불고기,당근
치킨마요덮밥-2,멥쌀(백미)/친환경
두부맑은국,마늘/국산
오징어채오이무침,마늘/국산
동그란햄전,파(쪽파)
햄치즈브리또,"샌드위치(햄,치즈샌드위치)"
돈갈비떡찜,마늘/국산
감자햄조림,감자
새송이브로컬리볶음,당근
야채쌈,모둠채소
곤드레된장국,"곤드레(고려엉겅퀴)/말린것(건조),삶은것"
쇠고기야채볶음,당근
부추해물전,당근
전복죽,찹쌀(백미)/친환경
건서대찜,서대(참서대)
얼갈이겉절이,"배추(얼갈이,단배추)"
양송이파프리카볶음,양송이버섯
쇠갈비탕,"마늘/껍질제거(깐것),꼭지제거"
양송이크림수프,당근/친환경
치즈핫도그,핫도그(미니치즈핫도그)
두부들기름구이/양념장,"마늘/껍질제거(깐것),꼭지제거"
김치베이컨볶음,"마늘/껍질제거(깐것),꼭지제거"
미트스파게티,토마토/친환경
양상추파인참깨샐러드,레몬
우거지된장국,배추/삶은것
쭈꾸미시금치회,"사과(부사,후지)"
돼지갈비바베큐,돼지고기(갈비)
소갈비탕,무(조선무)
병어무조림,무(조선무)
얼갈이나물,"배추(얼갈이,단배추)"
오이소박이,부추
두부구이/양념장,두부
갈릭파이,파이(갈릭파이)
낙안요구르트,발효유(호상요구르트)
열무된장냉채,열무
블루베리무쌈,무쌈(블루베리무쌈)
파래전,당근
오리훈제/머스터드소스,머스터드소스
북어포국,무(조선무)
야채달걀찜,당근
새우무나물,무(조선무)
오이도라지초무침,"도라지/껍질제거(깐것),채썬것(세절)"
멸치우엉볶음밥,멥쌀(발아현미)
제주고기국수,당근/껍질제거(깐것)
고등어무조림,"마늘/껍질제거(깐것),꼭지제거"
배추겉절이,김치(배추겉절이)
한라봉과즐,튀밥(튀긴쌀)
발아현미밥,기능성찹쌀(칼슘강화)
버섯수제비매운탕,"마늘/껍질제거(깐것),꼭지제거"
교자만두찜/초간장,간장(양조간장)
불고기쫄면,배
포기김치,김치(배추김치)
콩나물밥/양념장,기능성찹쌀(칼슘강화)
감자다시마국,"마늘/껍질제거(깐것),꼭지제거"
콩가루가래떡,아몬드/슬라이스
버섯떡갈비구이,고추(붉은고추(홍고추))/친환경
코코넛피치쥬스,주스(복숭아주스)
칼슘찹쌀밥,기능성찹쌀(칼슘강화)
참치김치찌개,"마늘/껍질제거(깐것),꼭지제거"
알감자소세지볶음,양파/껍질제거(깐것)
코다리강정,"땅콩/볶은것,껍질제거(깐것),조각낸것"
차수수밥,기능성찹쌀(칼슘강화)
황태해장국,마늘/껍질제거(깐것)
제육볶음,당근/껍질제거(깐것)
우엉채맛탕,우엉/껍질제거(깐것)
스트링치즈또띠아롤,물엿
칼슘기장밥,기능성기장(칼슘강화)
떡만두국,"마늘/껍질제거(깐것),꼭지제거"
오이부추무침,마늘/껍질제거(깐것)
건파래볶음,아몬드/슬라이스
두부/돈육김치볶음,"마늘/껍질제거(깐것),꼭지제거"
차조밥,기능성기장(칼슘강화)
애호박고추장찌개,"마늘/껍질제거(깐것),꼭지제거"
청포묵김무침,당근/껍질제거(깐것)
돈육버섯불고기,당근/껍질제거(깐것)
홍시,감(연시)/친환경
자장면,당근/껍질제거(깐것)
달걀파국,파(실파)/껍질제거(깐것)
고추잡채/꽃빵,당근/껍질제거(깐것)
칠리새우,레몬
단무지,단무지
클로렐라밥,기능성멥쌀(클로렐라)
샤브샤브국,"마늘/껍질제거(깐것),꼭지제거"
검은콩연근조림,"마늘/껍질제거(깐것),꼭지제거"
돈육등뼈김치찜,마늘/껍질제거(깐것)
깍두기,김치(깍두기)
매콤오징어덮밥,기능성찹쌀(칼슘강화)
꼬지어묵국,"마늘/껍질제거(깐것),꼭지제거"
꽃맛살샐러드,양파/껍질제거(깐것)
치킨까스/숙주베이컨,양파/껍질제거(깐것)
유기농사과요구르트,발효유(액상요구르트)/사과맛
돼지고기수육1,"마늘/껍질제거(깐것),꼭지제거"
알배기배추/쌈장,"마늘/껍질제거(깐것),꼭지제거"
말린도토리묵볶음,"마늘/껍질제거(깐것),꼭지제거"
연어스테이크/갈릭소스,레몬/일반
레드향,오렌지
개성무찜,밤/껍질제거(깐것)
해물짬뽕,당근/친환경
치킨꿔바로우,당근/친환경
봄동된장무침,"마늘/껍질제거(깐것),꼭지제거"
메추리알장조림,"마늘/껍질제거(깐것),꼭지제거"
통밀플랫브레드피자,올리브(블랙올리브)/절인것
딸기크레이프,케이크(딸기케이크)
오징어두부찌개,"마늘/껍질제거(깐것),꼭지제거"
숯불돼지불고기,배/국산
보조밥,기능성찹쌀(칼슘강화)
매콤해물볶음우동,레몬
메이플피칸파이,파이(미니메이플피칸)/생지
유부미소된장국,마늘/껍질제거(깐것)
미니돈까스샐러드,토마토(방울토마토(체리토마토))/친환경
고구마밥,기능성찹쌀(칼슘강화)
매콤콩나물국,"마늘/껍질제거(깐것),꼭지제거"
안동찜닭,당근/껍질제거(깐것)
계란말이(판란),당근/껍질제거(깐것)
조각단감,감(단감)
하이라이스,기능성찹쌀(칼슘강화)
팽이버섯된장국,마늘/껍질제거(깐것)
언양식파채불고기,파(대파)/채썬것(세절)
사라다빵,"사과(부사,후지)"
루테인찹쌀밥,기능성찹쌀(루테인)
부대찌개,마늘/껍질제거(깐것)
참치마요/조미김,양파/껍질제거(깐것)
간장두부강정,"생강/친환경,껍질제거(깐것)"
베이컨날치알김치볶음밥,멥쌀(백미)
콩가루배추된장국,"마늘/껍질제거(깐것),꼭지제거"
참나물겉절이,당근/껍질제거(깐것)
양파크리미치킨,양파/껍질제거(깐것)
메론,멜론(머스크멜론)/친환경
새송이버섯초무침,마늘/국산
모둠전,달걀
비빔밥/약고추장,기능성찹쌀(칼슘강화)
감자깻잎된장국,"마늘/껍질제거(깐것),꼭지제거"
고구마치즈닭불구이,고구마/찜용
미숫가루스무디,시리얼(코코아(초코)시리얼)
쇠고기무국,"마늘/껍질제거(깐것),꼭지제거"
오징어양배추볶음/소면,당근/껍질제거(깐것)
김가루밥,기능성찹쌀(칼슘강화)
어묵국,"마늘/껍질제거(깐것),꼭지제거"
청년다방떡볶이,당근/껍질제거(깐것)
버터갈릭감자튀김,파슬리/말린것(건조)
통밀밥,기능성기장(칼슘강화)
두부홍합탕,"마늘/껍질제거(깐것),꼭지제거"
시금치무침,"마늘/껍질제거(깐것),꼭지제거"
콩나물불고기,마늘
마시는요거트,발효유(호상요구르트)/블루베리맛
찰흑미밥,기능성찹쌀(칼슘강화)
설렁탕/소면,"마늘/껍질제거(깐것),꼭지제거"
꽁치시래기조림,"마늘/껍질제거(깐것),꼭지제거"
영양부추무침,당근/껍질제거(깐것)
석박지,김치(섞박지)
제육김치덮밥,기능성찹쌀(칼슘강화)
모짜찰핫도그/케첩,설탕(백설탕)
달걀부추국,"마늘/껍질제거(깐것),꼭지제거"
애호박새송이볶음,당근/껍질제거(깐것)
파인애플,"파인애플/껍질제거(깐것),절단된것"
멸치후리카케밥,멥쌀(백미)
우동국,"마늘/껍질제거(깐것),꼭지제거"
가쓰오꼬들단무지무침,"가다랑어/말린것(건조),간것(가루,분말),다듬은것(손질)"
콘치즈토스트,파슬리/말린것(건조)
황도젤리화채,"사과(부사,후지)"
참치김치치즈밥버거,기능성찹쌀(칼슘강화)
가쓰오된장국,"마늘/껍질제거(깐것),꼭지제거"
콘샐러드,당근/껍질제거(깐것)
오징어먹물피자/갈릭딥핑소스,피자(콤비네이션피자)
레몬에이드,과채주스(레몬과즙)
보리밥,기능성찹쌀(칼슘강화)
오리육개장,"마늘/껍질제거(깐것),꼭지제거"
볼어묵메추리알조림,"마늘/껍질제거(깐것),꼭지제거"
팽이버섯맛살전,당근/껍질제거(깐것)
총각김치,김치(총각김치)
나가사키짬뽕국,당근/껍질제거(깐것)
부추사과무침,"사과(부사,후지)"
뼈없는김치닭갈비,당근/껍질제거(깐것)
단팥호빵,호빵(팥호빵)
율무밥,기능성찹쌀(칼슘강화)
우거지해장국,"마늘/껍질제거(깐것),꼭지제거"
훈제오리/무쌈,오리고기(살코기)/냉장
고구마떡맛탕,땅콩/볶은것
강황쌀밥,"기능성멥쌀(강황,울금)"
어묵김치찌개,"마늘/껍질제거(깐것),꼭지제거"
쫄면야채무침,당근/껍질제거(깐것)
비엔나브로컬리볶음,당근/껍질제거(깐것)
튀김만두,콩기름(대두유)
데리야끼치킨덮밥,기능성찹쌀(칼슘강화)
유부국,"마늘/껍질제거(깐것),꼭지제거"
당면콩나물무침,당근/껍질제거(깐것)
칠리소세지롤,양파/껍질제거(깐것)
볼로네제스파게티,올리브(그린올리브)/절인것
피클,피클(오이피클)/슬라이스
크루통시저샐러드,당근/껍질제거(깐것)
오렌지쥬스,주스(오렌지주스)
쿠앤크뚱카롱,마카롱(바닐라마카롱)
스위트에그토스트,파슬리/말린것(건조)
무청베이컨볶음밥,기능성찹쌀(칼슘강화)
꼬막살무침,"마늘/껍질제거(깐것),꼭지제거"
치즈등심롤까스/소스,"마늘/껍질제거(깐것),꼭지제거"
귤,감귤(밀감)/친환경
맑은콩나물국,마늘/껍질제거(깐것)
상추/쌈장,"마늘/껍질제거(깐것),꼭지제거"
오삼불고기,"사과(부사,후지)"
감자채햄볶음,"마늘/껍질제거(깐것),꼭지제거"
자장밥,기능성찹쌀(칼슘강화)
크림잠뽕면,당근/세척한것
단무지무침,부추
수제멘보샤/칠리소스,부추/친환경
사과쥬스,주스(사과주스)/가당
닭개장,마늘/껍질제거(깐것)
비름나물,"마늘/껍질제거(깐것),꼭지제거"
궁중떡볶음,당근/껍질제거(깐것)
쑥된장국,쑥
느타리나물,당근
삼치포구이,삼치살/구이용
더덕생채,더덕/누른것
참나물겉절이,참나물
새우살미역국,마늘/국산
돈육보쌈,마늘/국산
무말랭이김치,김치(무말랭이김치)
토핑유부초밥,멥쌀(백미)/친환경
하노이쌀국수,마늘/국산
닭겨자채,당근
두부달걀국,마늘/국산
돈갈비매운찜,마늘/국산
수원왕갈비치킨,콩기름(대두유)
닭윙꽈리고추조림,"생강/국산,껍질제거(깐것)"
계란어묵국,마늘/국산
등갈비김치찜,마늘/국산
야채샐러드/오리엔탈드레싱,"사과(부사,후지)"
취나물된장무침,당근
만두찜,만두(손만두)
소고기전,마늘/국산
옛날소시지전,파(쪽파)
멸치아몬드볶음,아몬드
참치마요주먹밥,멥쌀(백미)/친환경
우동,마늘/국산
곰탕,마늘/국산
명태코다리시래기조림,마늘/국산
케이준샐러드,양배추
치즈케익,케이크(치즈케이크)
생수,생수
자반무침,마늘/국산
삼겹살김치조림,마늘/국산
느타리버섯볶음,당근
현미쿠키,쿠키/생지
소고기메추리알조림,마늘/국산
가랏된장무침,마늘/국산
짜요짜요,발효유(짜먹는요구르트)/딸기맛
사골우거지탕,마늘/국산
푸딩,푸딩(밀감푸딩)
치킨직화덮밥,양파/국산
도라지무초무침,"도라지/껍질제거(깐것),채썬것(세절)"
시리얼샐러드,"사과(부사,후지)"
미니파이,파이(사과파이)/생지
쇠고기덮밥,멥쌀(백미)/친환경
텐더스틱,콩기름(대두유)
비엔나소세지브로콜리볶음,마늘/국산
미니파이(메이플피칸파이),파이(미니메이플피칸)
닭윙데리야끼조림,마늘/국산
도라지오이초무침,"도라지/국산,껍질제거(깐것)"
치즈돈까스,마늘/국산
고구마슈빅데니쉬,파이(고구마파이)/생지
"풋고추,오이/쌈장",고추(풋고추(청고추))
콩나물볶음,마늘
삼겹살구이,큰느타리버섯(새송이버섯)/일반
닭봉구이,마늘
멸치꽈리고추볶음,마늘/국산
호떡,호떡
삼겹살샤브샤브,마늘
새송이부추생채,마늘
소고기국밥,마늘
갑오징어오이초무침,마늘
두부김치,두부/부침용
오이맛살샐러드,사과/일반
춘천닭갈비,고구마
핫도그/케첩,핫도그
고르곤졸라피자,피자(치즈피자)
오리훈제/무쌈,당근
돈육김치볶음,마늘/국산
얼갈이들깨된장국,마늘/국산
오이냉국,마늘/국산
김치만두국,마늘/국산
소떡소떡,마늘/국산
아이스크림(초코),아이스크림(초콜릿)
등갈비단호박폭찹,마늘/국산
마카로니샐러드,파프리카(노랑파프리카)
대패삼겹살볶음,마늘/국산
감자채양파볶음,양파/국산
차돌박이된장찌개,마늘/국산
오이양파무침,양파/국산
가지구이,마늘/국산
수제찹쌀탕수육,마늘/국산
싸먹는햄,돼지고기햄/슬라이스
꼬들단무지무침,마늘/국산
고구마부침,고구마/튀김용
다시마/초장,양파/국산
소고기달걀조림,마늘/국산
고등어고구마대조림,마늘/국산
찰보리병,찰보리빵/반죽
순두부달걀국,마늘/국산
쥐손채볶음,마늘/국산
오리탕,마늘/국산
고추잡채/꽃빵,당근
꽈리고추어묵볶음,마늘/국산
구슬아이스크림,아이스크림(구슬아이스크림)
참치마요덮밥,멥쌀(백미)/친환경
부추오이생채,마늘/국산
춘권,콩기름(대두유)
짜먹는요구르트,발효유(짜먹는요구르트)/딸기맛
치즈불닭,당근
우리밀허니브레드,식빵(우유식빵)
한입피자,피자(오곡피자)
닭봉튀김,마늘/국산
울외장아찌,파(쪽파)
닭갈비덮밥,당근/국산
백미밥,멥쌀(백미)/친환경
고구마대된장무침,마늘/국산
새우마늘쫑볶음,마늘종
군고구마,고구마/찜용
클로렐라쌀밥,기능성멥쌀(클로렐라)
밤식빵,식빵(밤식빵)
콩물국수,오이
포도(캠벨얼리),포도(캠벨얼리)
모둠견과,모둠견과
오곡고구마스트링롤까스,마늘/국산
새우살볶음밥,멥쌀(백미)/친환경
청포도에이드,에이드(청포도에이드)
애호박나물,당근
튀김소보로,소보루빵
미트소스스파게티,마늘/국산
자반볶음,김자반/조미한것
도토리묵잡채,당근/국산
메추리알조림,마늘/국산
게맛살미역무침,마늘/국산
드링킹요구르트,발효유(드링크요구르트)/딸기맛
닭가슴살샐러드,양배추
감자달걀국,마늘/국산
미니바닐라크라운,크림빵(슈크림)
사과(아오리),사과(아오리)/일반
미니크루아상,크루아상
솎음열무된장무침,마늘/국산
베이컨갈릭볶음밥,멥쌀(백미)/친환경
모듬과일,키위
꽃맛살샐러드,오이/일반
감자튀김,콩기름(대두유)
