SE_ID,SC_GRAD_VLUE,NGST_QY
486,어묵국,286
487,떡볶이,141
488,김말이,115
489,오징어튀김,94
490,찹쌀콩멸치볶음,76
491,배추김치,0
492,흑미밥,140
493,어묵국,229
494,떡볶이,141
495,김말이,115
496,오징어튀김,117
497,찹쌀콩멸치볶음,101
498,배추김치,28
499,흑미밥,93
500,떡볶이,113
501,김말이,115
502,오징어튀김,47
503,찹쌀콩멸치볶음,76
504,배추김치,0
505,흑미밥,140
506,어묵국,57
507,떡볶이,141
508,김말이,115
509,오징어튀김,117
510,찹쌀콩멸치볶음,101
511,배추김치,0
512,흑미밥,187
513,어묵국,172
514,떡볶이,141
515,김말이,115
516,오징어튀김,117
517,찹쌀콩멸치볶음,0
518,배추김치,0
519,흑미밥,93
520,어묵국,172
521,떡볶이,113
522,김말이,115
523,오징어튀김,94
524,찹쌀콩멸치볶음,127
525,배추김치,28
526,흑미밥,187
527,어묵국,114
528,떡볶이,113
529,김말이,115
530,오징어튀김,117
531,찹쌀콩멸치볶음,127
532,배추김치,28
533,흑미밥,93
534,어묵국,229
535,떡볶이,113
536,김말이,92
537,오징어튀김,94
538,찹쌀콩멸치볶음,25
539,배추김치,0
540,흑미밥,140
541,어묵국,172
542,떡볶이,113
543,김말이,115
544,오징어튀김,117
545,찹쌀콩멸치볶음,101
546,배추김치,28
547,흑미밥,187
548,어묵국,114
549,떡볶이,113
550,김말이,115
551,오징어튀김,117
552,찹쌀콩멸치볶음,127
553,배추김치,28
554,흑미밥,140
555,어묵국,286
556,떡볶이,141
557,김말이,115
558,오징어튀김,117
559,찹쌀콩멸치볶음,127
560,배추김치,28
561,흑미밥,0
562,어묵국,57
563,떡볶이,113
564,김말이,115
565,오징어튀김,94
566,찹쌀콩멸치볶음,76
567,배추김치,17
568,흑미밥,187
569,어묵국,286
570,떡볶이,113
571,김말이,115
572,오징어튀김,117
573,찹쌀콩멸치볶음,101
574,배추김치,28
575,흑미밥,140
576,어묵국,229
577,떡볶이,141
578,김말이,115
579,오징어튀김,117
580,찹쌀콩멸치볶음,101
581,배추김치,28
582,흑미밥,187
583,어묵국,286
584,떡볶이,113
585,김말이,115
586,오징어튀김,117
587,찹쌀콩멸치볶음,101
588,배추김치,28
589,흑미밥,140
590,어묵국,172
591,떡볶이,113
592,김말이,115
593,오징어튀김,117
594,찹쌀콩멸치볶음,0
595,배추김치,28
596,흑미밥,140
597,어묵국,114
598,떡볶이,141
599,김말이,115
600,오징어튀김,117
601,찹쌀콩멸치볶음,25
602,배추김치,28
603,흑미밥,187
604,어묵국,229
605,떡볶이,113
606,김말이,115
607,오징어튀김,117
608,찹쌀콩멸치볶음,50
609,배추김치,5
610,흑미밥,93
611,어묵국,57
612,떡볶이,141
613,김말이,115
614,오징어튀김,94
615,찹쌀콩멸치볶음,101
616,배추김치,28
617,흑미밥,140
618,어묵국,57
619,떡볶이,113
620,김말이,115
621,오징어튀김,94
622,찹쌀콩멸치볶음,76
623,배추김치,28
624,흑미밥,140
625,어묵국,229
626,떡볶이,141
627,김말이,115
628,오징어튀김,117
629,찹쌀콩멸치볶음,0
630,배추김치,5
631,흑미밥,187
632,어묵국,286
633,떡볶이,141
634,김말이,115
635,오징어튀김,70
636,찹쌀콩멸치볶음,127
637,배추김치,28
638,흑미밥,140
639,어묵국,57
640,떡볶이,141
641,김말이,115
642,오징어튀김,0
643,찹쌀콩멸치볶음,0
644,배추김치,0
645,흑미밥,140
646,어묵국,229
647,떡볶이,141
648,김말이,115
649,오징어튀김,117
650,찹쌀콩멸치볶음,25
651,배추김치,28
652,흑미밥,93
653,어묵국,286
654,떡볶이,141
655,김말이,115
656,오징어튀김,117
657,찹쌀콩멸치볶음,127
658,배추김치,28
659,흑미밥,140
660,어묵국,172
661,떡볶이,113
662,김말이,115
663,오징어튀김,117
664,찹쌀콩멸치볶음,127
665,배추김치,28
666,흑미밥,93
667,어묵국,172
668,떡볶이,141
669,김말이,115
670,오징어튀김,117
671,찹쌀콩멸치볶음,25
672,배추김치,28
673,흑미밥,187
674,어묵국,172
675,떡볶이,141
676,김말이,46
677,오징어튀김,117
678,찹쌀콩멸치볶음,0
679,배추김치,0
680,흑미밥,187
681,어묵국,229
682,떡볶이,85
683,김말이,115
684,오징어튀김,117
685,찹쌀콩멸치볶음,101
686,배추김치,17
687,흑미밥,140
688,어묵국,57
689,떡볶이,56
690,김말이,115
691,오징어튀김,117
692,찹쌀콩멸치볶음,101
693,배추김치,11
694,흑미밥,140
695,어묵국,229
696,떡볶이,141
697,김말이,115
698,오징어튀김,117
699,찹쌀콩멸치볶음,127
700,배추김치,28
701,흑미밥,93
702,어묵국,172
703,떡볶이,141
704,김말이,115
705,오징어튀김,94
706,찹쌀콩멸치볶음,50
707,배추김치,0
708,흑미밥,140
709,어묵국,229
710,떡볶이,141
711,김말이,115
712,오징어튀김,94
713,찹쌀콩멸치볶음,127
714,배추김치,28
715,흑미밥,140
716,어묵국,172
717,떡볶이,141
718,김말이,115
719,오징어튀김,94
720,찹쌀콩멸치볶음,101
721,배추김치,28
722,흑미밥,140
723,어묵국,229
724,떡볶이,141
725,김말이,115
726,오징어튀김,47
727,찹쌀콩멸치볶음,127
728,배추김치,28
729,흑미밥,46
730,어묵국,57
731,떡볶이,56
732,김말이,115
733,오징어튀김,47
734,찹쌀콩멸치볶음,76
735,배추김치,0
736,흑미밥,46
737,어묵국,172
738,떡볶이,141
739,김말이,115
740,오징어튀김,47
741,찹쌀콩멸치볶음,127
742,배추김치,0
743,흑미밥,140
744,어묵국,286
745,떡볶이,141
746,김말이,115
747,오징어튀김,117
748,찹쌀콩멸치볶음,101
749,배추김치,5
750,흑미밥,93
751,어묵국,57
752,떡볶이,85
753,김말이,115
754,오징어튀김,117
755,찹쌀콩멸치볶음,127
756,배추김치,0
757,흑미밥,187
758,어묵국,229
759,떡볶이,141
760,김말이,115
761,오징어튀김,47
762,찹쌀콩멸치볶음,101
763,배추김치,28
764,흑미밥,140
765,어묵국,172
766,떡볶이,113
767,김말이,115
768,오징어튀김,117
769,찹쌀콩멸치볶음,50
770,배추김치,5
771,흑미밥,93
772,어묵국,286
773,떡볶이,141
774,김말이,92
775,오징어튀김,117
776,찹쌀콩멸치볶음,127
777,배추김치,28
778,흑미밥,140
779,어묵국,229
780,떡볶이,141
781,김말이,115
782,오징어튀김,117
783,찹쌀콩멸치볶음,101
784,배추김치,5
785,흑미밥,93
786,어묵국,0
787,떡볶이,113
788,김말이,69
789,오징어튀김,70
790,찹쌀콩멸치볶음,101
791,배추김치,5
792,흑미밥,140
793,어묵국,172
794,떡볶이,113
795,김말이,115
796,찹쌀콩멸치볶음,127
797,배추김치,28
798,흑미밥,140
799,어묵국,229
800,떡볶이,113
801,김말이,115
802,오징어튀김,117
803,찹쌀콩멸치볶음,101
804,배추김치,28
805,흑미밥,140
806,어묵국,172
807,떡볶이,141
808,김말이,115
809,오징어튀김,117
810,찹쌀콩멸치볶음,127
811,배추김치,5
812,흑미밥,187
813,어묵국,114
814,떡볶이,113
815,김말이,115
816,오징어튀김,117
817,찹쌀콩멸치볶음,127
818,배추김치,11
819,흑미밥,187
820,어묵국,172
821,떡볶이,56
822,김말이,115
823,오징어튀김,117
824,찹쌀콩멸치볶음,101
825,배추김치,28
826,흑미밥,140
827,어묵국,172
828,떡볶이,141
829,김말이,92
830,오징어튀김,117
831,찹쌀콩멸치볶음,127
832,배추김치,28
833,흑미밥,93
834,어묵국,229
835,떡볶이,85
836,김말이,115
837,오징어튀김,117
838,찹쌀콩멸치볶음,127
839,배추김치,28
840,흑미밥,93
841,어묵국,0
842,떡볶이,141
843,김말이,115
844,오징어튀김,47
845,찹쌀콩멸치볶음,127
846,배추김치,28
847,흑미밥,140
848,어묵국,229
849,떡볶이,85
850,김말이,115
851,오징어튀김,117
852,찹쌀콩멸치볶음,25
853,배추김치,17
854,흑미밥,140
855,어묵국,57
856,떡볶이,141
857,김말이,115
858,오징어튀김,117
859,찹쌀콩멸치볶음,0
860,배추김치,28
861,흑미밥,187
862,어묵국,172
863,떡볶이,85
864,김말이,69
865,오징어튀김,117
866,찹쌀콩멸치볶음,76
867,배추김치,11
868,흑미밥,140
869,어묵국,229
870,떡볶이,85
871,김말이,115
872,오징어튀김,117
873,찹쌀콩멸치볶음,127
874,배추김치,28
875,흑미밥,140
876,어묵국,114
877,떡볶이,85
878,김말이,92
879,오징어튀김,117
880,찹쌀콩멸치볶음,25
881,배추김치,28
882,흑미밥,93
883,어묵국,57
884,떡볶이,85
885,김말이,115
886,오징어튀김,23
887,찹쌀콩멸치볶음,25
888,배추김치,0
889,흑미밥,140
890,어묵국,172
891,떡볶이,141
892,김말이,115
893,오징어튀김,70
894,찹쌀콩멸치볶음,25
895,배추김치,28
896,흑미밥,187
897,어묵국,286
898,떡볶이,141
899,김말이,92
900,오징어튀김,117
901,찹쌀콩멸치볶음,127
902,배추김치,28
903,흑미밥,140
904,어묵국,172
905,떡볶이,85
906,김말이,115
907,오징어튀김,117
908,찹쌀콩멸치볶음,127
909,배추김치,28
910,흑미밥,187
911,어묵국,229
912,떡볶이,141
913,김말이,115
914,오징어튀김,117
915,찹쌀콩멸치볶음,50
916,배추김치,28
917,흑미밥,93
918,어묵국,229
919,떡볶이,113
920,김말이,115
921,오징어튀김,117
922,찹쌀콩멸치볶음,101
923,배추김치,28
924,흑미밥,140
925,어묵국,172
926,떡볶이,85
927,김말이,115
928,오징어튀김,117
929,찹쌀콩멸치볶음,101
930,배추김치,28
931,흑미밥,140
932,어묵국,172
933,떡볶이,141
934,김말이,115
935,오징어튀김,117
936,찹쌀콩멸치볶음,0
937,배추김치,28
938,흑미밥,187
939,어묵국,229
940,떡볶이,141
941,김말이,115
942,오징어튀김,117
943,찹쌀콩멸치볶음,127
944,배추김치,28
945,흑미밥,187
946,어묵국,286
947,떡볶이,113
948,김말이,115
949,오징어튀김,94
950,찹쌀콩멸치볶음,76
951,배추김치,28
952,흑미밥,140
953,어묵국,229
954,떡볶이,85
955,김말이,115
956,오징어튀김,117
957,찹쌀콩멸치볶음,101
958,배추김치,28
959,흑미밥,140
960,어묵국,229
961,떡볶이,56
962,김말이,115
963,오징어튀김,23
964,찹쌀콩멸치볶음,25
965,배추김치,28
966,흑미밥,93
967,어묵국,229
968,떡볶이,56
969,김말이,0
970,오징어튀김,94
971,찹쌀콩멸치볶음,50
972,배추김치,28
973,흑미밥,140
974,어묵국,172
975,떡볶이,56
976,김말이,0
977,오징어튀김,117
978,찹쌀콩멸치볶음,101
979,배추김치,28
980,흑미밥,93
981,어묵국,172
982,떡볶이,113
983,김말이,115
984,오징어튀김,94
985,찹쌀콩멸치볶음,76
986,배추김치,28
987,흑미밥,93
988,어묵국,229
989,떡볶이,141
990,김말이,115
991,오징어튀김,117
992,찹쌀콩멸치볶음,127
993,배추김치,28
994,흑미밥,140
995,어묵국,172
996,떡볶이,141
997,김말이,115
998,오징어튀김,70
999,찹쌀콩멸치볶음,101
1000,배추김치,5
1001,흑미밥,187
1002,어묵국,229
1003,떡볶이,113
1004,김말이,115
1005,오징어튀김,117
1006,찹쌀콩멸치볶음,127
1007,배추김치,28
1008,흑미밥,234
1009,어묵국,229
1010,떡볶이,141
1011,김말이,115
1012,오징어튀김,117
1013,찹쌀콩멸치볶음,101
1014,배추김치,28
1015,흑미밥,140
1016,어묵국,229
1017,떡볶이,113
1018,김말이,115
1019,오징어튀김,117
1020,흑미밥,140
1021,어묵국,229
1022,떡볶이,113
1023,김말이,115
1024,오징어튀김,70
1025,찹쌀콩멸치볶음,101
1026,배추김치,5
1027,흑미밥,187
1028,어묵국,229
1029,떡볶이,0
1030,김말이,69
1031,오징어튀김,117
1032,찹쌀콩멸치볶음,0
1033,배추김치,28
1034,흑미밥,187
1035,어묵국,286
1036,떡볶이,141
1037,김말이,115
1038,오징어튀김,117
1039,찹쌀콩멸치볶음,127
1040,배추김치,11
1041,흑미밥,187
1042,어묵국,229
1043,떡볶이,141
1044,김말이,69
1045,오징어튀김,117
1046,찹쌀콩멸치볶음,127
1047,배추김치,28
1048,흑미밥,93
1049,어묵국,229
1050,떡볶이,28
1051,김말이,92
1052,오징어튀김,117
1053,찹쌀콩멸치볶음,50
1054,배추김치,0
1055,흑미밥,187
1056,어묵국,286
1057,떡볶이,85
1058,김말이,115
1059,오징어튀김,94
1060,찹쌀콩멸치볶음,76
1061,배추김치,28
1062,흑미밥,93
1063,어묵국,229
1064,떡볶이,85
1065,김말이,92
1066,찹쌀콩멸치볶음,101
1067,배추김치,28
1068,흑미밥,140
1069,어묵국,0
1070,떡볶이,85
1071,김말이,92
1072,오징어튀김,47
1073,찹쌀콩멸치볶음,101
1074,배추김치,11
1075,흑미밥,140
1076,어묵국,229
1077,떡볶이,113
1078,김말이,115
1079,오징어튀김,117
1080,찹쌀콩멸치볶음,101
1081,배추김치,28
1082,흑미밥,93
1083,어묵국,286
1084,떡볶이,141
1085,김말이,115
1086,오징어튀김,117
1087,찹쌀콩멸치볶음,127
1088,배추김치,28
1089,흑미밥,140
1090,어묵국,229
1091,떡볶이,141
1092,김말이,115
1093,오징어튀김,23
1094,찹쌀콩멸치볶음,127
1095,배추김치,22
1096,흑미밥,140
1097,어묵국,229
1098,떡볶이,113
1099,김말이,115
1100,오징어튀김,117
1101,찹쌀콩멸치볶음,101
1102,배추김치,28
1103,흑미밥,93
1104,어묵국,114
1105,떡볶이,85
1106,김말이,115
1107,찹쌀콩멸치볶음,50
1108,배추김치,0
1109,흑미밥,46
1110,어묵국,229
1111,떡볶이,56
1112,김말이,92
1113,오징어튀김,117
1114,찹쌀콩멸치볶음,101
1115,배추김치,22
1116,흑미밥,140
1117,어묵국,172
1118,떡볶이,113
1119,김말이,115
1120,오징어튀김,117
1121,찹쌀콩멸치볶음,25
1122,배추김치,22
1123,흑미밥,140
1124,어묵국,172
1125,떡볶이,85
1126,김말이,115
1127,오징어튀김,117
1128,찹쌀콩멸치볶음,76
1129,배추김치,28
1130,흑미밥,140
1131,어묵국,57
1132,떡볶이,85
1133,김말이,115
1134,오징어튀김,94
1135,찹쌀콩멸치볶음,76
1136,배추김치,28
1137,흑미밥,140
1138,어묵국,229
1139,떡볶이,113
1140,김말이,92
1141,오징어튀김,70
1142,찹쌀콩멸치볶음,127
1143,배추김치,28
1144,흑미밥,140
1145,어묵국,114
1146,떡볶이,56
1147,김말이,115
1148,오징어튀김,70
1149,찹쌀콩멸치볶음,127
1150,배추김치,28
1151,흑미밥,140
1152,어묵국,172
1153,떡볶이,85
1154,김말이,92
1155,오징어튀김,117
1156,찹쌀콩멸치볶음,127
1157,배추김치,5
1158,흑미밥,140
1159,어묵국,229
1160,떡볶이,113
1161,김말이,92
1162,오징어튀김,117
1163,찹쌀콩멸치볶음,127
1164,배추김치,28
1165,흑미밥,140
1166,어묵국,172
1167,떡볶이,85
1168,김말이,115
1169,오징어튀김,117
1170,찹쌀콩멸치볶음,127
1171,배추김치,28
1172,흑미밥,140
1173,어묵국,229
1174,떡볶이,141
1175,김말이,115
1176,오징어튀김,70
1177,찹쌀콩멸치볶음,127
1178,배추김치,28
1179,흑미밥,140
1180,어묵국,229
1181,떡볶이,85
1182,김말이,92
1183,오징어튀김,117
1184,찹쌀콩멸치볶음,127
1185,배추김치,28
1186,흑미밥,187
1187,어묵국,286
1188,떡볶이,141
1189,김말이,115
1190,오징어튀김,94
1191,찹쌀콩멸치볶음,127
1192,배추김치,28
1193,흑미밥,187
1194,어묵국,229
1195,떡볶이,141
1196,김말이,115
1197,오징어튀김,117
1198,찹쌀콩멸치볶음,101
1199,배추김치,28
1200,흑미밥,140
1201,어묵국,229
1202,떡볶이,85
1203,김말이,92
1204,오징어튀김,94
1205,찹쌀콩멸치볶음,101
1206,배추김치,5
1207,흑미밥,140
1208,어묵국,286
1209,떡볶이,141
1210,김말이,115
1211,오징어튀김,117
1212,찹쌀콩멸치볶음,101
1213,배추김치,28
1214,흑미밥,140
1215,어묵국,229
1216,떡볶이,85
1217,김말이,115
1218,오징어튀김,117
1219,찹쌀콩멸치볶음,101
1220,배추김치,28
1221,흑미밥,140
1222,어묵국,229
1223,떡볶이,85
1224,김말이,115
1225,오징어튀김,117
1226,찹쌀콩멸치볶음,101
1227,배추김치,17
1228,흑미밥,187
1229,어묵국,229
1230,떡볶이,113
1231,김말이,92
1232,오징어튀김,94
1233,찹쌀콩멸치볶음,50
1234,배추김치,0
1235,흑미밥,140
1236,어묵국,286
1237,떡볶이,141
1238,김말이,92
1239,오징어튀김,70
1240,찹쌀콩멸치볶음,127
1241,배추김치,28
1242,흑미밥,140
1243,어묵국,229
1244,떡볶이,141
1245,김말이,115
1246,오징어튀김,70
1247,찹쌀콩멸치볶음,127
1248,배추김치,28
1249,흑미밥,140
1250,어묵국,229
1251,떡볶이,85
1252,김말이,115
1253,오징어튀김,117
1254,찹쌀콩멸치볶음,127
1255,배추김치,28
1256,흑미밥,93
1257,어묵국,229
1258,떡볶이,141
1259,김말이,115
1260,오징어튀김,94
1261,찹쌀콩멸치볶음,127
1262,배추김치,0
1263,흑미밥,140
1264,어묵국,229
1265,떡볶이,113
1266,김말이,115
1267,오징어튀김,117
1268,찹쌀콩멸치볶음,127
1269,배추김치,28
1270,흑미밥,140
1271,어묵국,229
1272,떡볶이,113
1273,김말이,115
1274,오징어튀김,94
1275,찹쌀콩멸치볶음,101
1276,배추김치,22
1277,흑미밥,140
1278,어묵국,172
